trip_id,device_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time,SITR,day_of_week,day_name,hour_of_day,weekend,rush_hour,excess_travel_time,Direction
797,274,2022-09-20,13:38:55,14:29:43,Digana,Kandy,50.8,10.533333333333337,0.20734908136482946,1,Tuesday,13.75,0,0,-6.638333333333335,Digana-Kandy
798,274,2022-09-20,15:41:41,16:37:36,Kandy,Digana,55.91666666666666,8.499999999999998,0.15201192250372578,1,Tuesday,15.75,0,0,-1.5216666666666754,Kandy-Digana
800,274,2022-09-22,07:11:41,08:06:39,Kandy,Digana,54.96666666666667,12.816666666666666,0.23317161916312915,3,Thursday,7.25,0,1,-2.471666666666664,Kandy-Digana
801,274,2022-09-22,09:51:13,10:40:19,Digana,Kandy,49.1,5.716666666666666,0.11642905634758993,3,Thursday,9.75,0,0,-8.338333333333331,Digana-Kandy
802,274,2022-09-22,11:11:04,11:51:54,Kandy,Digana,40.833333333333336,1.666666666666667,0.04081632653061225,3,Thursday,11.25,0,0,-16.604999999999997,Kandy-Digana
803,274,2022-09-22,13:41:40,14:31:40,Digana,Kandy,50.0,10.766666666666667,0.21533333333333335,3,Thursday,13.75,0,0,-7.438333333333333,Digana-Kandy
804,274,2022-09-22,15:12:46,16:08:48,Kandy,Digana,56.03333333333333,4.333333333333333,0.07733491969066032,3,Thursday,15.25,0,0,-1.4050000000000011,Kandy-Digana
805,274,2022-09-22,17:21:46,18:17:41,Digana,Kandy,55.91666666666666,8.133333333333335,0.1454545454545455,3,Thursday,17.25,0,1,-1.5216666666666754,Digana-Kandy
807,274,2022-09-23,08:59:27,09:49:40,Digana,Kandy,50.21666666666667,7.2499999999999964,0.1443743776966478,4,Friday,9.0,0,1,-7.221666666666664,Digana-Kandy
808,274,2022-09-23,10:32:18,11:24:50,Kandy,Digana,52.53333333333333,4.716666666666667,0.08978426395939088,4,Friday,10.5,0,0,-4.905000000000001,Kandy-Digana
809,274,2022-09-23,13:12:05,14:04:26,Digana,Kandy,52.35,8.316666666666665,0.15886660299267744,4,Friday,13.25,0,0,-5.088333333333331,Digana-Kandy
810,274,2022-09-23,14:51:26,15:41:37,Kandy,Digana,50.18333333333333,3.999999999999999,0.07970773829292592,4,Friday,14.75,0,0,-7.255000000000003,Kandy-Digana
811,274,2022-09-23,17:31:21,18:23:35,Digana,Kandy,52.23333333333333,6.566666666666665,0.1257179323548181,4,Friday,17.5,0,1,-5.205000000000005,Digana-Kandy
812,274,2022-09-23,19:36:09,20:17:36,Kandy,Digana,41.45,3.4166666666666674,0.08242862887012466,4,Friday,19.5,0,0,-15.98833333333333,Kandy-Digana
813,274,2022-09-24,09:10:13,10:03:19,Digana,Kandy,53.1,10.450000000000005,0.19679849340866298,5,Saturday,9.25,1,0,-4.338333333333331,Digana-Kandy
814,274,2022-09-24,10:51:05,11:46:23,Kandy,Digana,55.3,8.18333333333333,0.14798071127185047,5,Saturday,10.75,1,0,-2.1383333333333354,Kandy-Digana
815,274,2022-09-24,13:31:40,14:23:22,Digana,Kandy,51.7,8.433333333333334,0.1631205673758865,5,Saturday,13.5,1,0,-5.73833333333333,Digana-Kandy
816,274,2022-09-24,15:32:28,16:28:20,Kandy,Digana,55.86666666666667,6.133333333333334,0.10978520286396182,5,Saturday,15.5,1,0,-1.5716666666666654,Kandy-Digana
817,274,2022-09-27,08:10:10,09:00:45,Digana,Kandy,50.583333333333336,9.216666666666663,0.18220757825370668,1,Tuesday,8.25,0,1,-6.854999999999997,Digana-Kandy
818,274,2022-09-27,10:01:24,10:54:49,Kandy,Digana,53.41666666666666,3.916666666666666,0.07332293291731669,1,Tuesday,10.0,0,0,-4.021666666666675,Kandy-Digana
819,274,2022-09-27,12:33:32,13:27:36,Digana,Kandy,54.06666666666667,10.450000000000005,0.19327990135635026,1,Tuesday,12.5,0,0,-3.3716666666666626,Digana-Kandy
820,274,2022-09-27,14:31:26,15:19:11,Kandy,Digana,47.75,7.516666666666665,0.15741710296684114,1,Tuesday,14.5,0,0,-9.688333333333333,Kandy-Digana
821,274,2022-09-27,16:51:49,17:45:06,Digana,Kandy,53.28333333333333,8.799999999999999,0.16515483265561462,1,Tuesday,16.75,0,1,-4.155000000000001,Digana-Kandy
822,274,2022-09-27,19:35:50,20:18:02,Kandy,Digana,42.2,3.083333333333333,0.07306477093206949,1,Tuesday,19.5,0,0,-15.23833333333333,Kandy-Digana
823,274,2022-09-28,08:41:27,09:32:04,Digana,Kandy,50.61666666666667,8.05,0.1590385248600593,2,Wednesday,8.75,0,1,-6.821666666666665,Digana-Kandy
824,274,2022-09-28,10:01:54,10:52:29,Kandy,Digana,50.583333333333336,4.150000000000001,0.08204283360790776,2,Wednesday,10.0,0,0,-6.854999999999997,Kandy-Digana
825,274,2022-09-28,13:21:44,14:24:14,Digana,Kandy,62.5,13.700000000000008,0.21920000000000012,2,Wednesday,13.25,0,0,5.061666666666667,Digana-Kandy
826,274,2022-09-28,15:01:14,15:55:44,Kandy,Digana,54.5,4.483333333333334,0.08226299694189604,2,Wednesday,15.0,0,0,-2.9383333333333326,Kandy-Digana
827,274,2022-09-29,08:31:06,09:16:04,Digana,Kandy,44.96666666666667,5.883333333333333,0.1308376575240919,3,Thursday,8.5,0,1,-12.471666666666664,Digana-Kandy
828,274,2022-09-29,10:01:55,10:53:11,Kandy,Digana,51.266666666666666,3.65,0.0711963589076723,3,Thursday,10.0,0,0,-6.171666666666667,Kandy-Digana
829,274,2022-09-29,13:12:08,14:14:11,Digana,Kandy,62.05,11.983333333333333,0.19312382487241472,3,Thursday,13.25,0,0,4.611666666666665,Digana-Kandy
830,274,2022-09-29,14:41:53,15:38:36,Kandy,Digana,56.71666666666667,8.716666666666665,0.15368792242139284,3,Thursday,14.75,0,0,-0.721666666666664,Kandy-Digana
831,274,2022-09-29,17:31:47,18:27:56,Digana,Kandy,56.15,9.566666666666665,0.17037696645888983,3,Thursday,17.5,0,1,-1.288333333333334,Digana-Kandy
833,274,2022-09-30,07:48:57,08:32:11,Digana,Kandy,43.23333333333333,5.6000000000000005,0.12952968388589053,4,Friday,7.75,0,1,-14.205000000000005,Digana-Kandy
834,274,2022-09-30,09:10:33,10:04:28,Kandy,Digana,53.91666666666666,3.45,0.06398763523956724,4,Friday,9.25,0,0,-3.5216666666666754,Kandy-Digana
835,274,2022-09-30,12:01:05,12:54:32,Digana,Kandy,53.45,6.8500000000000005,0.12815715622076707,4,Friday,12.0,0,0,-3.9883333333333297,Digana-Kandy
836,274,2022-09-30,13:31:43,14:32:26,Kandy,Digana,60.71666666666667,10.983333333333327,0.18089486686796585,4,Friday,13.5,0,0,3.278333333333336,Kandy-Digana
837,274,2022-09-30,16:00:35,16:49:33,Digana,Kandy,48.96666666666667,3.316666666666667,0.06773315180394826,4,Friday,16.0,0,1,-8.471666666666664,Digana-Kandy
838,274,2022-09-30,17:29:36,18:15:30,Kandy,Digana,45.9,4.933333333333335,0.10748002904865654,4,Friday,17.5,0,1,-11.538333333333334,Kandy-Digana
839,275,2022-09-02,06:04:31,06:54:43,Digana,Kandy,50.2,4.316666666666667,0.08598937583001329,4,Friday,6.0,0,0,-7.23833333333333,Digana-Kandy
840,275,2022-09-02,08:10:27,09:03:17,Kandy,Digana,52.833333333333336,7.249999999999999,0.13722397476340692,4,Friday,8.25,0,1,-4.604999999999997,Kandy-Digana
841,275,2022-09-03,06:10:49,06:51:10,Digana,Kandy,40.35,3.3166666666666664,0.08219743907476249,5,Saturday,6.25,1,0,-17.08833333333333,Digana-Kandy
842,275,2022-09-03,08:01:53,08:55:43,Kandy,Digana,53.833333333333336,5.550000000000001,0.10309597523219816,5,Saturday,8.0,1,1,-3.604999999999997,Kandy-Digana
843,275,2022-09-03,10:40:34,11:35:15,Digana,Kandy,54.68333333333333,7.85,0.14355379457482476,5,Saturday,10.75,1,0,-2.7550000000000026,Digana-Kandy
844,275,2022-09-03,12:23:02,13:19:23,Kandy,Digana,56.35,6.116666666666667,0.10854776693286011,5,Saturday,12.5,1,0,-1.0883333333333312,Kandy-Digana
845,275,2022-09-04,09:30:06,10:23:54,Digana,Kandy,53.8,8.100000000000001,0.1505576208178439,6,Sunday,9.5,1,0,-3.6383333333333354,Digana-Kandy
846,275,2022-09-04,12:02:04,12:57:01,Kandy,Digana,54.95,6.65,0.12101910828025478,6,Sunday,12.0,1,0,-2.4883333333333297,Kandy-Digana
847,275,2022-09-04,13:51:49,14:44:56,Digana,Kandy,53.11666666666667,6.499999999999997,0.1223721368057734,6,Sunday,13.75,1,0,-4.321666666666665,Digana-Kandy
848,275,2022-09-04,18:29:28,19:09:31,Kandy,Digana,40.05,3.4000000000000004,0.08489388264669165,6,Sunday,18.5,1,0,-17.388333333333335,Kandy-Digana
849,275,2022-09-05,06:03:17,06:59:12,Digana,Kandy,55.91666666666666,9.783333333333331,0.17496274217585692,0,Monday,6.0,0,0,-1.5216666666666754,Digana-Kandy
850,275,2022-09-05,07:21:24,08:13:56,Kandy,Digana,52.53333333333333,7.1166666666666645,0.13546954314720808,0,Monday,7.25,0,1,-4.905000000000001,Kandy-Digana
851,275,2022-09-05,10:51:21,11:49:27,Digana,Kandy,58.1,12.166666666666668,0.20940906483075158,0,Monday,10.75,0,0,0.6616666666666688,Digana-Kandy
852,275,2022-09-05,12:31:56,13:26:18,Kandy,Digana,54.36666666666667,8.950000000000001,0.16462293071735135,0,Monday,12.5,0,0,-3.0716666666666654,Kandy-Digana
853,275,2022-09-05,15:31:34,16:29:03,Digana,Kandy,57.48333333333333,11.15,0.19396926645404466,0,Monday,15.5,0,0,0.0449999999999946,Digana-Kandy
854,275,2022-09-05,17:03:03,17:57:06,Kandy,Digana,54.05,5.866666666666667,0.10854147394387914,0,Monday,17.0,0,1,-3.3883333333333354,Kandy-Digana
855,275,2022-09-07,06:05:13,06:53:44,Digana,Kandy,48.516666666666666,10.116666666666664,0.2085194091377533,2,Wednesday,6.0,0,0,-8.921666666666667,Digana-Kandy
856,275,2022-09-07,07:31:26,08:21:49,Kandy,Digana,50.38333333333333,5.666666666666666,0.11247105524313594,2,Wednesday,7.5,0,1,-7.055,Kandy-Digana
857,275,2022-09-07,11:20:14,12:16:25,Digana,Kandy,56.18333333333333,11.033333333333331,0.19638089587659446,2,Wednesday,11.25,0,0,-1.2550000000000026,Digana-Kandy
858,275,2022-09-07,13:02:38,14:00:47,Kandy,Digana,58.15,6.833333333333333,0.117512181140728,2,Wednesday,13.0,0,0,0.711666666666666,Kandy-Digana
859,275,2022-09-07,15:51:03,16:44:05,Digana,Kandy,53.03333333333333,5.899999999999999,0.1112507856693903,2,Wednesday,15.75,0,0,-4.405000000000001,Digana-Kandy
860,275,2022-09-07,17:59:35,18:47:28,Kandy,Digana,47.88333333333333,4.516666666666668,0.0943264879916464,2,Wednesday,18.0,0,1,-9.555,Kandy-Digana
861,275,2022-09-08,06:08:52,06:49:47,Digana,Kandy,40.91666666666666,2.216666666666667,0.05417515274949085,3,Thursday,6.25,0,0,-16.521666666666675,Digana-Kandy
862,275,2022-09-08,07:20:38,08:08:09,Kandy,Digana,47.516666666666666,7.449999999999999,0.1567870922483339,3,Thursday,7.25,0,1,-9.921666666666667,Kandy-Digana
863,275,2022-09-08,13:01:15,14:01:59,Digana,Kandy,60.73333333333333,14.35,0.23627881448957191,3,Thursday,13.0,0,0,3.2949999999999946,Digana-Kandy
864,275,2022-09-08,14:41:51,15:31:59,Kandy,Digana,50.13333333333333,5.049999999999999,0.10073138297872339,3,Thursday,14.75,0,0,-7.305,Kandy-Digana
865,275,2022-09-09,06:07:45,06:44:57,Digana,Kandy,37.2,1.85,0.04973118279569892,4,Friday,6.25,0,0,-20.23833333333333,Digana-Kandy
866,275,2022-09-09,07:41:33,08:32:00,Kandy,Digana,50.45,5.950000000000001,0.11793855302279486,4,Friday,7.75,0,1,-6.98833333333333,Kandy-Digana
867,275,2022-09-09,11:51:47,12:47:34,Digana,Kandy,55.78333333333333,6.049999999999999,0.10845533313414997,4,Friday,11.75,0,0,-1.6550000000000011,Digana-Kandy
868,275,2022-09-09,13:41:29,14:36:47,Kandy,Digana,55.3,6.549999999999999,0.11844484629294755,4,Friday,13.75,0,0,-2.1383333333333354,Kandy-Digana
869,275,2022-09-09,17:25:00,18:21:05,Digana,Kandy,56.083333333333336,6.549999999999999,0.11679049034175332,4,Friday,17.5,0,1,-1.3549999999999969,Digana-Kandy
870,275,2022-09-09,19:21:23,20:02:43,Kandy,Digana,41.333333333333336,3.033333333333333,0.07338709677419354,4,Friday,19.25,0,0,-16.104999999999997,Kandy-Digana
871,275,2022-09-10,09:14:55,10:11:22,Digana,Kandy,56.45,6.9833333333333325,0.12370829642751696,5,Saturday,9.25,1,0,-0.9883333333333297,Digana-Kandy
872,275,2022-09-10,11:02:44,11:57:26,Kandy,Digana,54.7,7.316666666666667,0.13375990249847655,5,Saturday,11.0,1,0,-2.7383333333333297,Kandy-Digana
873,275,2022-09-10,14:14:45,15:07:48,Digana,Kandy,53.05,6.4,0.12064090480678606,5,Saturday,14.25,1,0,-4.388333333333335,Digana-Kandy
874,275,2022-09-10,16:21:30,17:12:49,Kandy,Digana,51.31666666666667,3.733333333333333,0.07275089314712568,5,Saturday,16.25,1,1,-6.121666666666663,Kandy-Digana
875,275,2022-09-13,06:03:18,06:46:53,Digana,Kandy,43.583333333333336,5.1000000000000005,0.11701720841300192,1,Tuesday,6.0,0,0,-13.854999999999997,Digana-Kandy
876,275,2022-09-13,07:30:13,08:22:21,Kandy,Digana,52.13333333333333,5.933333333333334,0.11381074168797954,1,Tuesday,7.5,0,1,-5.305,Kandy-Digana
877,275,2022-09-13,10:41:44,11:38:46,Digana,Kandy,57.03333333333333,6.4,0.11221507890122737,1,Tuesday,10.75,0,0,-0.40500000000000114,Digana-Kandy
878,275,2022-09-13,12:41:31,13:44:09,Kandy,Digana,62.63333333333333,10.65,0.17003725385843535,1,Tuesday,12.75,0,0,5.195,Kandy-Digana
879,275,2022-09-13,15:29:43,16:23:09,Digana,Kandy,53.43333333333333,8.366666666666667,0.15658140985651905,1,Tuesday,15.5,0,0,-4.005000000000003,Digana-Kandy
880,275,2022-09-13,17:50:32,18:35:43,Kandy,Digana,45.18333333333333,3.266666666666667,0.07229804500184435,1,Tuesday,17.75,0,1,-12.255000000000003,Kandy-Digana
881,275,2022-09-14,06:02:56,06:47:49,Digana,Kandy,44.88333333333333,5.899999999999998,0.1314519123653917,2,Wednesday,6.0,0,0,-12.555,Digana-Kandy
882,275,2022-09-14,07:41:27,08:32:50,Kandy,Digana,51.38333333333333,6.766666666666668,0.13168991242296468,2,Wednesday,7.75,0,1,-6.055,Kandy-Digana
883,275,2022-09-14,10:36:15,11:31:28,Digana,Kandy,55.21666666666667,7.083333333333333,0.12828252339269544,2,Wednesday,10.5,0,0,-2.221666666666664,Digana-Kandy
884,275,2022-09-14,12:41:26,13:49:16,Kandy,Digana,67.83333333333333,16.483333333333334,0.24299754299754303,2,Wednesday,12.75,0,0,10.394999999999996,Kandy-Digana
885,275,2022-09-15,06:02:27,06:45:42,Digana,Kandy,43.25,6.399999999999999,0.14797687861271672,3,Thursday,6.0,0,0,-14.188333333333333,Digana-Kandy
886,275,2022-09-15,07:41:12,08:28:01,Kandy,Digana,46.81666666666667,5.366666666666666,0.11463154147383409,3,Thursday,7.75,0,1,-10.621666666666663,Kandy-Digana
887,275,2022-09-15,09:06:38,09:58:12,Digana,Kandy,51.56666666666667,7.849999999999999,0.15223012281835807,3,Thursday,9.0,0,1,-5.871666666666663,Digana-Kandy
888,275,2022-09-15,11:36:53,12:31:01,Kandy,Digana,54.13333333333333,5.9,0.10899014778325124,3,Thursday,11.5,0,0,-3.3049999999999997,Kandy-Digana
889,275,2022-09-15,13:06:09,14:05:40,Digana,Kandy,59.516666666666666,12.483333333333333,0.20974516942033042,3,Thursday,13.0,0,0,2.078333333333333,Digana-Kandy
890,275,2022-09-15,14:35:11,15:24:47,Kandy,Digana,49.6,5.966666666666669,0.12029569892473121,3,Thursday,14.5,0,0,-7.838333333333331,Kandy-Digana
891,275,2022-09-17,06:10:31,06:56:13,Digana,Kandy,45.7,3.95,0.08643326039387308,5,Saturday,6.25,1,0,-11.73833333333333,Digana-Kandy
892,275,2022-09-17,07:31:21,08:23:57,Kandy,Digana,52.6,5.266666666666667,0.10012674271229403,5,Saturday,7.5,1,1,-4.838333333333331,Kandy-Digana
893,275,2022-09-17,10:50:48,11:41:50,Digana,Kandy,51.03333333333333,6.266666666666666,0.12279555845852383,5,Saturday,10.75,1,0,-6.405000000000001,Digana-Kandy
894,275,2022-09-17,12:11:21,13:05:29,Kandy,Digana,54.13333333333333,6.099999999999998,0.11268472906403937,5,Saturday,12.25,1,0,-3.3049999999999997,Kandy-Digana
895,275,2022-09-17,15:51:16,16:48:33,Digana,Kandy,57.28333333333333,10.5,0.18329938900203666,5,Saturday,15.75,1,0,-0.15500000000000114,Digana-Kandy
896,275,2022-09-17,17:43:15,18:32:16,Kandy,Digana,49.016666666666666,3.083333333333333,0.06290377422645359,5,Saturday,17.75,1,1,-8.421666666666667,Kandy-Digana
897,275,2022-09-18,06:16:48,07:00:08,Digana,Kandy,43.333333333333336,3.716666666666667,0.08576923076923076,6,Sunday,6.25,1,0,-14.104999999999997,Digana-Kandy
898,275,2022-09-18,07:32:00,08:20:22,Kandy,Digana,48.36666666666667,4.883333333333332,0.10096485182632664,6,Sunday,7.5,1,1,-9.071666666666665,Kandy-Digana
899,275,2022-09-18,10:41:14,11:37:08,Digana,Kandy,55.9,5.300000000000001,0.09481216457960645,6,Sunday,10.75,1,0,-1.538333333333334,Digana-Kandy
900,275,2022-09-18,11:58:26,12:54:47,Kandy,Digana,56.35,6.183333333333334,0.10973084886128365,6,Sunday,12.0,1,0,-1.0883333333333312,Kandy-Digana
901,275,2022-09-18,14:51:48,15:46:52,Digana,Kandy,55.06666666666667,8.299999999999999,0.15072639225181594,6,Sunday,14.75,1,0,-2.3716666666666626,Digana-Kandy
902,275,2022-09-18,17:07:31,17:52:49,Kandy,Digana,45.3,3.966666666666667,0.08756438557763062,6,Sunday,17.25,1,1,-12.138333333333335,Kandy-Digana
903,275,2022-09-19,09:10:58,10:05:08,Digana,Kandy,54.16666666666666,10.95,0.20215384615384618,0,Monday,9.25,0,0,-3.2716666666666754,Digana-Kandy
904,275,2022-09-19,10:42:05,11:39:18,Kandy,Digana,57.21666666666667,6.800000000000001,0.11884648995048064,0,Monday,10.75,0,0,-0.22166666666666401,Kandy-Digana
905,275,2022-09-19,13:21:27,14:17:17,Digana,Kandy,55.833333333333336,6.316666666666665,0.11313432835820891,0,Monday,13.25,0,0,-1.6049999999999969,Digana-Kandy
906,275,2022-09-19,14:51:27,15:39:08,Kandy,Digana,47.68333333333333,3.2166666666666672,0.06745893044390075,0,Monday,14.75,0,0,-9.755000000000003,Kandy-Digana
907,275,2022-09-20,06:03:04,06:50:39,Digana,Kandy,47.583333333333336,6.85,0.14395796847635725,1,Tuesday,6.0,0,0,-9.854999999999997,Digana-Kandy
908,275,2022-09-20,07:30:03,08:21:14,Kandy,Digana,51.18333333333333,4.683333333333333,0.09150113969391077,1,Tuesday,7.5,0,1,-6.255000000000003,Kandy-Digana
909,275,2022-09-20,09:06:44,10:02:02,Digana,Kandy,55.3,6.583333333333332,0.11904761904761903,1,Tuesday,9.0,0,1,-2.1383333333333354,Digana-Kandy
910,275,2022-09-20,11:36:55,12:37:32,Kandy,Digana,60.61666666666667,9.683333333333334,0.15974704426725322,1,Tuesday,11.5,0,0,3.1783333333333346,Kandy-Digana
911,275,2022-09-20,13:07:15,14:05:08,Digana,Kandy,57.88333333333333,12.300000000000004,0.21249640080621948,1,Tuesday,13.0,0,0,0.4450000000000003,Digana-Kandy
912,275,2022-09-20,14:36:25,15:25:21,Kandy,Digana,48.93333333333333,5.916666666666667,0.12091280653950955,1,Tuesday,14.5,0,0,-8.505000000000003,Kandy-Digana
913,275,2022-09-23,06:02:32,06:48:40,Digana,Kandy,46.13333333333333,4.85,0.10513005780346821,4,Friday,6.0,0,0,-11.305,Digana-Kandy
914,275,2022-09-23,07:51:55,08:39:14,Kandy,Digana,47.31666666666667,4.899999999999999,0.103557590700951,4,Friday,7.75,0,1,-10.121666666666663,Kandy-Digana
915,275,2022-09-23,09:06:13,09:59:23,Digana,Kandy,53.16666666666666,8.416666666666663,0.1583072100313479,4,Friday,9.0,0,1,-4.271666666666675,Digana-Kandy
916,275,2022-09-23,11:37:09,12:34:08,Kandy,Digana,56.98333333333333,7.833333333333332,0.13746709564200058,4,Friday,11.5,0,0,-0.4550000000000054,Kandy-Digana
917,275,2022-09-23,13:06:09,14:01:02,Digana,Kandy,54.88333333333333,10.866666666666667,0.1979957485575463,4,Friday,13.0,0,0,-2.5549999999999997,Digana-Kandy
918,275,2022-09-23,14:35:13,15:26:41,Kandy,Digana,51.46666666666667,4.3500000000000005,0.08452072538860105,4,Friday,14.5,0,0,-5.971666666666664,Kandy-Digana
919,275,2022-09-25,06:11:31,06:51:00,Digana,Kandy,39.48333333333333,4.116666666666667,0.10426340227944284,6,Sunday,6.25,1,0,-17.955000000000005,Digana-Kandy
920,275,2022-09-25,07:12:48,08:02:06,Kandy,Digana,49.3,3.866666666666667,0.07843137254901962,6,Sunday,7.25,1,1,-8.138333333333335,Kandy-Digana
921,275,2022-09-25,09:41:26,10:36:12,Digana,Kandy,54.766666666666666,6.266666666666665,0.11442483262325012,6,Sunday,9.75,1,0,-2.671666666666667,Digana-Kandy
922,275,2022-09-25,11:25:47,12:26:26,Kandy,Digana,60.65,12.51666666666667,0.20637537785105803,6,Sunday,11.5,1,0,3.211666666666666,Kandy-Digana
923,275,2022-09-25,14:00:27,14:49:15,Digana,Kandy,48.8,6.549999999999998,0.1342213114754098,6,Sunday,14.0,1,0,-8.638333333333335,Digana-Kandy
924,275,2022-09-25,16:35:22,17:31:25,Kandy,Digana,56.05,6.066666666666665,0.10823669342848644,6,Sunday,16.5,1,1,-1.3883333333333354,Kandy-Digana
925,275,2022-09-27,06:03:34,06:50:10,Digana,Kandy,46.6,7.816666666666668,0.16773962804005726,1,Tuesday,6.0,0,0,-10.838333333333331,Digana-Kandy
926,275,2022-09-27,07:41:05,08:32:21,Kandy,Digana,51.266666666666666,7.68333333333333,0.1498699609882964,1,Tuesday,7.75,0,1,-6.171666666666667,Kandy-Digana
927,275,2022-09-27,13:06:05,14:04:24,Digana,Kandy,58.31666666666667,9.45,0.16204629894255498,1,Tuesday,13.0,0,0,0.8783333333333374,Digana-Kandy
928,275,2022-09-27,14:34:15,15:23:19,Kandy,Digana,49.06666666666667,5.716666666666667,0.11650815217391304,1,Tuesday,14.5,0,0,-8.371666666666663,Kandy-Digana
929,275,2022-09-28,06:03:23,06:50:56,Digana,Kandy,47.55,7.216666666666667,0.15177006659656503,2,Wednesday,6.0,0,0,-9.888333333333335,Digana-Kandy
930,275,2022-09-28,07:40:38,08:28:40,Kandy,Digana,48.03333333333333,6.383333333333334,0.1328938237335184,2,Wednesday,7.75,0,1,-9.405000000000001,Kandy-Digana
931,275,2022-09-28,09:06:09,09:56:48,Digana,Kandy,50.65,5.833333333333331,0.11516946363935501,2,Wednesday,9.0,0,1,-6.788333333333334,Digana-Kandy
932,275,2022-09-28,11:36:28,12:31:46,Kandy,Digana,55.3,8.85,0.16003616636528029,2,Wednesday,11.5,0,0,-2.1383333333333354,Kandy-Digana
933,275,2022-09-28,13:06:28,14:10:46,Digana,Kandy,64.3,17.166666666666668,0.26697770865733544,2,Wednesday,13.0,0,0,6.861666666666665,Digana-Kandy
934,275,2022-09-28,14:36:15,15:23:20,Kandy,Digana,47.083333333333336,6.149999999999997,0.13061946902654858,2,Wednesday,14.5,0,0,-10.354999999999997,Kandy-Digana
935,275,2022-09-29,06:02:46,06:45:55,Digana,Kandy,43.15,4.533333333333334,0.10505986867516418,3,Thursday,6.0,0,0,-14.288333333333334,Digana-Kandy
936,275,2022-09-29,07:39:35,08:30:34,Kandy,Digana,50.98333333333333,5.633333333333331,0.11049362536776722,3,Thursday,7.75,0,1,-6.455000000000005,Kandy-Digana
937,275,2022-09-29,13:04:16,14:01:20,Digana,Kandy,57.06666666666667,9.849999999999998,0.17260514018691583,3,Thursday,13.0,0,0,-0.3716666666666626,Digana-Kandy
938,275,2022-09-29,14:34:33,15:21:13,Kandy,Digana,46.66666666666666,6.449999999999999,0.13821428571428573,3,Thursday,14.5,0,0,-10.771666666666675,Kandy-Digana
939,275,2022-09-30,06:03:44,06:46:01,Digana,Kandy,42.28333333333333,4.583333333333332,0.10839574300354747,4,Friday,6.0,0,0,-15.155000000000001,Digana-Kandy
940,275,2022-09-30,07:30:09,08:22:59,Kandy,Digana,52.833333333333336,8.76666666666667,0.16593059936908522,4,Friday,7.5,0,1,-4.604999999999997,Kandy-Digana
941,275,2022-09-30,13:04:29,13:56:16,Digana,Kandy,51.78333333333333,8.549999999999999,0.16511103958802703,4,Friday,13.0,0,0,-5.655000000000001,Digana-Kandy
942,275,2022-09-30,14:35:01,15:25:40,Kandy,Digana,50.65,6.050000000000001,0.11944718657453111,4,Friday,14.5,0,0,-6.788333333333334,Kandy-Digana
943,279,2022-09-05,08:00:42,08:52:41,Digana,Kandy,51.98333333333333,7.633333333333333,0.14684193651811478,0,Monday,8.0,0,1,-5.455000000000005,Digana-Kandy
944,279,2022-09-05,13:41:31,14:54:24,Kandy,Digana,72.88333333333334,18.883333333333336,0.2590898696546993,0,Monday,13.75,0,0,15.445000000000007,Kandy-Digana
945,279,2022-09-08,07:41:48,08:34:47,Digana,Kandy,52.98333333333333,8.850000000000001,0.1670336583831394,3,Thursday,7.75,0,1,-4.455000000000005,Digana-Kandy
946,279,2022-09-08,08:55:35,09:54:13,Kandy,Digana,58.63333333333333,9.433333333333334,0.16088686753837408,3,Thursday,9.0,0,1,1.1950000000000003,Kandy-Digana
947,279,2022-09-08,11:31:06,12:27:01,Digana,Kandy,55.91666666666666,8.8,0.1573770491803279,3,Thursday,11.5,0,0,-1.5216666666666754,Digana-Kandy
948,279,2022-09-08,12:43:14,13:37:45,Kandy,Digana,54.516666666666666,6.533333333333335,0.11984102720880468,3,Thursday,12.75,0,0,-2.921666666666667,Kandy-Digana
949,279,2022-09-09,08:01:17,08:54:18,Digana,Kandy,53.016666666666666,8.799999999999999,0.16598553913863562,4,Friday,8.0,0,1,-4.421666666666667,Digana-Kandy
950,279,2022-09-09,09:41:18,10:40:06,Kandy,Digana,58.8,6.933333333333333,0.11791383219954649,4,Friday,9.75,0,0,1.3616666666666646,Kandy-Digana
951,279,2022-09-09,12:51:53,13:48:02,Digana,Kandy,56.15,9.633333333333336,0.17156426239240136,4,Friday,12.75,0,0,-1.288333333333334,Digana-Kandy
952,279,2022-09-09,14:42:01,15:36:07,Kandy,Digana,54.1,6.95,0.12846580406654343,4,Friday,14.75,0,0,-3.338333333333331,Kandy-Digana
953,279,2022-09-10,07:08:07,08:02:47,Digana,Kandy,54.66666666666666,7.583333333333333,0.13871951219512196,5,Saturday,7.25,1,1,-2.7716666666666754,Digana-Kandy
954,279,2022-09-10,08:22:03,09:15:41,Kandy,Digana,53.63333333333333,5.183333333333333,0.0966438781852082,5,Saturday,8.25,1,1,-3.8049999999999997,Kandy-Digana
955,279,2022-09-10,12:14:02,13:19:02,Digana,Kandy,65.0,14.16666666666667,0.217948717948718,5,Saturday,12.25,1,0,7.561666666666667,Digana-Kandy
956,279,2022-09-10,14:00:58,14:58:10,Kandy,Digana,57.2,9.85,0.1722027972027972,5,Saturday,14.0,1,0,-0.23833333333332973,Kandy-Digana
