trip_id,device_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time,SITR,day_of_week,day_name,hour_of_day,weekend,rush_hour,excess_travel_time,Direction,anomaly_score,behaviour
574,262,2022-09-11,13:49:37,14:43:03,Kandy,Digana,53.43333333333333,8.999999999999998,0.16843418590143477,6,Sunday,13.75,1,0,-4.13333333333334,Kandy-Digana,1,normal
575,262,2022-09-11,16:59:26,17:50:46,Digana,Kandy,51.333333333333336,5.93333333333333,0.11558441558441551,6,Sunday,17.0,1,0,-6.233333333333334,Digana-Kandy,1,normal
576,262,2022-09-12,06:22:12,07:10:29,Kandy,Digana,48.28333333333333,1.65,0.034173282706247844,0,Monday,6.25,0,0,-9.283333333333339,Kandy-Digana,1,normal
577,262,2022-09-12,09:39:17,10:35:34,Digana,Kandy,56.28333333333333,9.133333333333333,0.16227420787681374,0,Monday,9.75,0,0,-1.2833333333333385,Digana-Kandy,1,normal
578,262,2022-09-12,11:09:35,12:11:15,Kandy,Digana,61.66666666666666,12.0,0.19459459459459463,0,Monday,11.25,0,0,4.099999999999987,Kandy-Digana,1,normal
579,262,2022-09-12,13:50:26,14:49:04,Digana,Kandy,58.63333333333333,8.583333333333336,0.14638999431495173,0,Monday,13.75,0,0,1.0666666666666629,Digana-Kandy,1,normal
580,262,2022-09-12,15:41:49,16:37:45,Kandy,Digana,55.93333333333333,5.416666666666665,0.09684147794994039,0,Monday,15.75,0,0,-1.63333333333334,Kandy-Digana,1,normal
581,262,2022-09-12,17:51:54,18:44:47,Digana,Kandy,52.88333333333333,6.216666666666664,0.11755436495430188,0,Monday,17.75,0,1,-4.683333333333337,Digana-Kandy,1,normal
582,262,2022-09-13,06:51:30,07:48:48,Kandy,Digana,57.3,6.233333333333333,0.10878417684700407,1,Tuesday,6.75,0,0,-0.2666666666666728,Kandy-Digana,1,normal
583,262,2022-09-13,09:51:13,10:38:04,Digana,Kandy,46.85,7.433333333333332,0.15866239772323013,1,Tuesday,9.75,0,0,-10.716666666666669,Digana-Kandy,1,normal
584,262,2022-09-13,12:01:27,13:03:14,Kandy,Digana,61.78333333333333,10.1,0.16347450768815755,1,Tuesday,12.0,0,0,4.2166666666666615,Kandy-Digana,1,normal
585,262,2022-09-13,14:41:08,15:34:48,Digana,Kandy,53.66666666666666,8.316666666666666,0.1549689440993789,1,Tuesday,14.75,0,0,-3.900000000000013,Digana-Kandy,1,normal
586,262,2022-09-13,17:00:35,17:54:51,Kandy,Digana,54.266666666666666,6.483333333333331,0.11947174447174443,1,Tuesday,17.0,0,1,-3.3000000000000043,Kandy-Digana,1,normal
587,262,2022-09-13,18:22:15,19:03:11,Digana,Kandy,40.93333333333333,4.583333333333332,0.11197068403908793,1,Tuesday,18.25,0,0,-16.63333333333334,Digana-Kandy,1,normal
588,262,2022-09-14,06:20:47,07:06:52,Kandy,Digana,46.083333333333336,4.883333333333333,0.10596745027124772,2,Wednesday,6.25,0,0,-11.483333333333334,Kandy-Digana,1,normal
589,262,2022-09-14,09:31:34,10:22:55,Digana,Kandy,51.35,6.166666666666665,0.12009087958455043,2,Wednesday,9.5,0,0,-6.216666666666669,Digana-Kandy,1,normal
590,262,2022-09-14,11:22:07,12:17:01,Kandy,Digana,54.9,9.683333333333334,0.17638129933211902,2,Wednesday,11.25,0,0,-2.6666666666666714,Kandy-Digana,1,normal
591,262,2022-09-14,13:30:25,14:28:07,Digana,Kandy,57.7,10.516666666666673,0.18226458694396314,2,Wednesday,13.5,0,0,0.13333333333333286,Digana-Kandy,1,normal
592,262,2022-09-14,15:41:22,16:37:22,Kandy,Digana,56.0,7.966666666666667,0.14226190476190476,2,Wednesday,15.75,0,0,-1.56666666666667,Kandy-Digana,1,normal
593,262,2022-09-14,17:38:49,18:28:10,Digana,Kandy,49.35,4.550000000000001,0.0921985815602837,2,Wednesday,17.75,0,1,-8.216666666666669,Digana-Kandy,1,normal
594,262,2022-09-16,06:40:53,07:31:44,Kandy,Digana,50.85,7.649999999999997,0.15044247787610612,4,Friday,6.75,0,0,-6.716666666666669,Kandy-Digana,1,normal
595,262,2022-09-16,09:10:30,10:00:35,Digana,Kandy,50.083333333333336,8.149999999999999,0.16272878535773708,4,Friday,9.25,0,0,-7.483333333333334,Digana-Kandy,1,normal
596,262,2022-09-16,10:52:15,11:45:36,Kandy,Digana,53.35,6.533333333333332,0.12246173070915337,4,Friday,10.75,0,0,-4.216666666666669,Kandy-Digana,1,normal
597,262,2022-09-16,12:41:11,13:36:43,Digana,Kandy,55.53333333333333,7.316666666666664,0.13175270108043213,4,Friday,12.75,0,0,-2.0333333333333385,Digana-Kandy,1,normal
598,262,2022-09-16,14:32:05,15:19:49,Kandy,Digana,47.73333333333333,4.933333333333335,0.10335195530726263,4,Friday,14.5,0,0,-9.833333333333343,Kandy-Digana,1,normal
599,262,2022-09-16,16:31:21,17:20:02,Digana,Kandy,48.68333333333333,5.683333333333332,0.1167408421773365,4,Friday,16.5,0,1,-8.88333333333334,Digana-Kandy,1,normal
600,262,2022-09-16,17:56:04,18:39:53,Kandy,Digana,43.81666666666667,2.916666666666667,0.06656523392925066,4,Friday,18.0,0,1,-13.75,Kandy-Digana,1,normal
601,262,2022-09-17,06:30:57,07:19:07,Kandy,Digana,48.16666666666666,5.6000000000000005,0.11626297577854675,5,Saturday,6.5,1,0,-9.400000000000013,Kandy-Digana,1,normal
602,262,2022-09-17,09:40:00,10:36:16,Digana,Kandy,56.266666666666666,12.083333333333334,0.21475118483412323,5,Saturday,9.75,1,0,-1.3000000000000043,Digana-Kandy,1,normal
603,262,2022-09-17,11:03:15,11:52:12,Kandy,Digana,48.95,5.333333333333333,0.10895471569628871,5,Saturday,11.0,1,0,-8.616666666666667,Kandy-Digana,1,normal
604,262,2022-09-17,14:21:30,15:12:28,Digana,Kandy,50.96666666666667,7.733333333333332,0.1517331589274035,5,Saturday,14.25,1,0,-6.600000000000001,Digana-Kandy,1,normal
605,262,2022-09-17,17:02:00,17:55:51,Kandy,Digana,53.85,6.4833333333333325,0.12039616217889197,5,Saturday,17.0,1,0,-3.7166666666666686,Kandy-Digana,1,normal
606,262,2022-09-17,18:11:24,18:53:30,Digana,Kandy,42.1,3.4333333333333336,0.08155186064924783,5,Saturday,18.25,1,0,-15.466666666666669,Digana-Kandy,1,normal
607,262,2022-09-18,06:53:06,07:44:20,Kandy,Digana,51.23333333333333,2.583333333333333,0.05042290175666884,6,Sunday,7.0,1,0,-6.333333333333343,Kandy-Digana,1,normal
608,262,2022-09-18,10:01:02,10:50:57,Digana,Kandy,49.91666666666666,5.666666666666666,0.11352253756260434,6,Sunday,10.0,1,0,-7.650000000000013,Digana-Kandy,1,normal
609,262,2022-09-18,11:11:53,12:10:46,Kandy,Digana,58.88333333333333,6.166666666666666,0.10472686102462496,6,Sunday,11.25,1,0,1.3166666666666629,Kandy-Digana,1,normal
610,262,2022-09-18,14:10:43,15:02:43,Digana,Kandy,52.0,8.85,0.1701923076923077,6,Sunday,14.25,1,0,-5.56666666666667,Digana-Kandy,1,normal
611,262,2022-09-18,15:49:07,16:42:53,Kandy,Digana,53.766666666666666,6.283333333333334,0.11686298822070677,6,Sunday,15.75,1,0,-3.8000000000000043,Kandy-Digana,1,normal
612,262,2022-09-18,17:42:10,18:31:21,Digana,Kandy,49.18333333333333,5.833333333333332,0.11860386309725515,6,Sunday,17.75,1,0,-8.38333333333334,Digana-Kandy,1,normal
613,262,2022-09-19,06:26:55,07:17:36,Kandy,Digana,50.68333333333333,4.733333333333334,0.09339033212758964,0,Monday,6.5,0,0,-6.88333333333334,Kandy-Digana,1,normal
614,262,2022-09-19,09:32:01,10:15:43,Digana,Kandy,43.7,4.949999999999999,0.11327231121281463,0,Monday,9.5,0,0,-13.866666666666667,Digana-Kandy,1,normal
615,262,2022-09-19,11:00:48,11:56:23,Kandy,Digana,55.583333333333336,4.733333333333333,0.08515742128935531,0,Monday,11.0,0,0,-1.9833333333333343,Kandy-Digana,1,normal
616,262,2022-09-19,13:41:49,14:33:21,Digana,Kandy,51.53333333333333,5.4,0.10478654592496767,0,Monday,13.75,0,0,-6.0333333333333385,Digana-Kandy,1,normal
617,262,2022-09-21,06:21:01,07:11:59,Kandy,Digana,50.96666666666667,7.133333333333333,0.13996075866579463,2,Wednesday,6.25,0,0,-6.600000000000001,Kandy-Digana,1,normal
618,262,2022-09-21,09:19:49,10:07:49,Digana,Kandy,48.0,4.449999999999999,0.09270833333333332,2,Wednesday,9.25,0,0,-9.56666666666667,Digana-Kandy,1,normal
619,262,2022-09-21,11:22:00,12:17:57,Kandy,Digana,55.95,6.783333333333332,0.12123920166815606,2,Wednesday,11.25,0,0,-1.6166666666666671,Kandy-Digana,1,normal
620,262,2022-09-21,13:41:29,14:29:30,Digana,Kandy,48.016666666666666,8.349999999999998,0.17389795209996525,2,Wednesday,13.75,0,0,-9.550000000000004,Digana-Kandy,1,normal
621,262,2022-09-21,15:52:05,16:48:48,Kandy,Digana,56.71666666666667,5.333333333333332,0.09403467528651188,2,Wednesday,15.75,0,0,-0.8500000000000014,Kandy-Digana,1,normal
622,262,2022-09-21,17:51:44,18:41:26,Digana,Kandy,49.7,7.683333333333332,0.15459423205902076,2,Wednesday,17.75,0,1,-7.866666666666667,Digana-Kandy,1,normal
623,262,2022-09-22,06:21:24,07:21:22,Kandy,Digana,59.96666666666667,12.55,0.20928293496386882,3,Thursday,6.25,0,0,2.3999999999999986,Kandy-Digana,1,normal
624,262,2022-09-22,09:01:19,09:56:04,Digana,Kandy,54.75,6.516666666666667,0.11902587519025876,3,Thursday,9.0,0,1,-2.81666666666667,Digana-Kandy,1,normal
625,262,2022-09-22,10:31:40,11:24:19,Kandy,Digana,52.65,3.716666666666668,0.0705919594808484,3,Thursday,10.5,0,0,-4.916666666666671,Kandy-Digana,1,normal
626,262,2022-09-22,13:01:33,14:02:04,Digana,Kandy,60.516666666666666,14.166666666666666,0.2340952905535665,3,Thursday,13.0,0,0,2.9499999999999957,Digana-Kandy,1,normal
627,262,2022-09-22,14:31:36,15:26:16,Kandy,Digana,54.66666666666666,8.349999999999998,0.1527439024390244,3,Thursday,14.5,0,0,-2.900000000000013,Kandy-Digana,1,normal
628,262,2022-09-22,17:01:54,17:56:11,Digana,Kandy,54.28333333333333,5.899999999999999,0.10868897758673624,3,Thursday,17.0,0,1,-3.2833333333333385,Digana-Kandy,1,normal
629,262,2022-09-23,06:31:47,07:29:53,Kandy,Digana,58.1,8.1,0.13941480206540446,4,Friday,6.5,0,0,0.5333333333333314,Kandy-Digana,1,normal
630,262,2022-09-23,09:41:19,10:36:21,Digana,Kandy,55.03333333333333,7.5666666666666655,0.13749242883101148,4,Friday,9.75,0,0,-2.5333333333333385,Digana-Kandy,1,normal
631,262,2022-09-23,11:11:44,12:06:38,Kandy,Digana,54.9,6.866666666666665,0.12507589556769882,4,Friday,11.25,0,0,-2.6666666666666714,Kandy-Digana,1,normal
632,262,2022-09-23,13:51:12,14:38:57,Digana,Kandy,47.75,10.75,0.225130890052356,4,Friday,13.75,0,0,-9.81666666666667,Digana-Kandy,1,normal
633,262,2022-09-23,15:20:08,16:18:38,Kandy,Digana,58.5,9.05,0.1547008547008547,4,Friday,15.25,0,0,0.93333333333333,Kandy-Digana,1,normal
634,262,2022-09-23,17:51:14,18:48:41,Digana,Kandy,57.45,12.633333333333333,0.21990136350449666,4,Friday,17.75,0,1,-0.11666666666666714,Digana-Kandy,-1,anomaly
635,262,2022-09-26,06:32:27,07:34:57,Kandy,Digana,62.5,11.050000000000002,0.17680000000000004,0,Monday,6.5,0,0,4.93333333333333,Kandy-Digana,1,normal
636,262,2022-09-26,09:40:38,10:34:07,Digana,Kandy,53.48333333333333,11.216666666666663,0.20972265503272045,0,Monday,9.75,0,0,-4.083333333333343,Digana-Kandy,1,normal
637,262,2022-09-26,11:00:48,11:53:38,Kandy,Digana,52.833333333333336,3.3500000000000005,0.06340694006309149,0,Monday,11.0,0,0,-4.733333333333334,Kandy-Digana,1,normal
638,262,2022-09-26,14:11:30,15:06:10,Digana,Kandy,54.66666666666666,8.233333333333333,0.150609756097561,0,Monday,14.25,0,0,-2.900000000000013,Digana-Kandy,1,normal
639,262,2022-09-26,15:32:04,16:26:42,Kandy,Digana,54.63333333333333,6.716666666666667,0.12294081757169006,0,Monday,15.5,0,0,-2.933333333333337,Kandy-Digana,1,normal
640,262,2022-09-26,17:51:35,18:42:54,Digana,Kandy,51.31666666666667,6.999999999999999,0.13640792465086063,0,Monday,17.75,0,1,-6.25,Digana-Kandy,1,normal
641,262,2022-09-27,06:22:00,07:19:42,Kandy,Digana,57.7,8.700000000000003,0.15077989601386485,1,Tuesday,6.25,0,0,0.13333333333333286,Kandy-Digana,1,normal
642,262,2022-09-27,09:21:24,10:10:53,Digana,Kandy,49.48333333333333,9.683333333333334,0.1956887841023914,1,Tuesday,9.25,0,0,-8.083333333333343,Digana-Kandy,1,normal
643,262,2022-09-27,11:11:30,12:03:48,Kandy,Digana,52.3,8.416666666666664,0.1609305289993626,1,Tuesday,11.25,0,0,-5.266666666666673,Kandy-Digana,1,normal
644,262,2022-09-27,13:52:26,14:40:58,Digana,Kandy,48.53333333333333,5.966666666666663,0.12293956043956038,1,Tuesday,13.75,0,0,-9.033333333333339,Digana-Kandy,1,normal
645,262,2022-09-27,15:41:59,16:44:25,Kandy,Digana,62.43333333333333,12.583333333333332,0.20154831820608649,1,Tuesday,15.75,0,0,4.86666666666666,Kandy-Digana,1,normal
646,262,2022-09-27,17:52:50,18:42:18,Digana,Kandy,49.46666666666667,7.883333333333332,0.15936657681940697,1,Tuesday,18.0,0,1,-8.100000000000001,Digana-Kandy,1,normal
647,262,2022-09-28,07:01:13,07:55:46,Kandy,Digana,54.55,10.45,0.1915673693858845,2,Wednesday,7.0,0,1,-3.016666666666673,Kandy-Digana,1,normal
648,262,2022-09-28,10:31:57,11:24:57,Digana,Kandy,53.0,8.683333333333332,0.16383647798742135,2,Wednesday,10.5,0,0,-4.56666666666667,Digana-Kandy,1,normal
649,262,2022-09-28,12:00:14,13:00:12,Kandy,Digana,59.96666666666667,11.516666666666666,0.19205113952195663,2,Wednesday,12.0,0,0,2.3999999999999986,Kandy-Digana,1,normal
650,262,2022-09-28,15:00:53,15:50:34,Digana,Kandy,49.68333333333333,6.949999999999997,0.13988594431398854,2,Wednesday,15.0,0,0,-7.88333333333334,Digana-Kandy,1,normal
651,262,2022-09-28,16:29:48,17:18:17,Kandy,Digana,48.48333333333333,3.4000000000000004,0.0701271914747336,2,Wednesday,16.5,0,1,-9.083333333333343,Kandy-Digana,1,normal
652,262,2022-09-28,18:15:20,18:55:31,Digana,Kandy,40.18333333333333,3.6,0.08958938199917048,2,Wednesday,18.25,0,0,-17.38333333333334,Digana-Kandy,1,normal
653,262,2022-09-29,06:40:57,07:35:38,Kandy,Digana,54.68333333333333,7.483333333333332,0.13684852179213652,3,Thursday,6.75,0,0,-2.88333333333334,Kandy-Digana,1,normal
654,262,2022-09-29,10:11:54,10:59:36,Digana,Kandy,47.7,5.1000000000000005,0.1069182389937107,3,Thursday,10.25,0,0,-9.866666666666667,Digana-Kandy,1,normal
655,262,2022-09-29,11:39:59,12:40:20,Kandy,Digana,60.35,9.35,0.15492957746478872,3,Thursday,11.75,0,0,2.7833333333333314,Kandy-Digana,1,normal
656,262,2022-09-29,14:42:18,15:36:22,Digana,Kandy,54.06666666666667,5.5666666666666655,0.10295930949445127,3,Thursday,14.75,0,0,-3.5,Digana-Kandy,1,normal
657,262,2022-09-29,16:12:05,17:06:12,Kandy,Digana,54.11666666666667,7.166666666666665,0.1324299353249153,3,Thursday,16.25,0,1,-3.450000000000003,Kandy-Digana,1,normal
658,262,2022-09-29,18:41:35,19:21:49,Digana,Kandy,40.23333333333333,2.2333333333333334,0.055509527754763886,3,Thursday,18.75,0,0,-17.333333333333343,Digana-Kandy,1,normal
659,264,2022-09-04,08:51:31,09:47:23,Digana,Kandy,55.86666666666667,12.733333333333334,0.22792362768496421,6,Sunday,8.75,1,0,-1.7000000000000028,Digana-Kandy,1,normal
660,264,2022-09-04,11:32:01,12:23:48,Kandy,Digana,51.78333333333333,6.433333333333334,0.12423559703894432,6,Sunday,11.5,1,0,-5.7833333333333385,Kandy-Digana,1,normal
661,264,2022-09-04,13:31:38,14:24:06,Digana,Kandy,52.46666666666667,6.483333333333333,0.1235705209656925,6,Sunday,13.5,1,0,-5.100000000000001,Digana-Kandy,1,normal
662,264,2022-09-04,17:57:34,18:42:41,Kandy,Digana,45.11666666666667,6.216666666666668,0.13779091244920577,6,Sunday,18.0,1,0,-12.450000000000003,Kandy-Digana,1,normal
663,264,2022-09-07,09:12:50,10:03:03,Digana,Kandy,50.21666666666667,7.716666666666666,0.15366744108861596,2,Wednesday,9.25,0,0,-7.350000000000001,Digana-Kandy,1,normal
664,264,2022-09-07,11:15:32,12:12:00,Kandy,Digana,56.46666666666667,11.333333333333334,0.20070838252656434,2,Wednesday,11.25,0,0,-1.1000000000000014,Kandy-Digana,1,normal
665,264,2022-09-12,08:52:09,09:41:04,Digana,Kandy,48.91666666666666,8.516666666666664,0.17410562180579214,0,Monday,8.75,0,1,-8.650000000000013,Digana-Kandy,1,normal
666,264,2022-09-12,10:21:06,11:18:52,Kandy,Digana,57.766666666666666,9.483333333333334,0.1641661858049625,0,Monday,10.25,0,0,0.19999999999999574,Kandy-Digana,1,normal
667,264,2022-09-14,08:01:33,08:46:41,Digana,Kandy,45.13333333333333,6.15,0.1362629246676514,2,Wednesday,8.0,0,1,-12.433333333333337,Digana-Kandy,1,normal
668,264,2022-09-14,09:51:43,10:48:48,Kandy,Digana,57.083333333333336,6.483333333333332,0.11357664233576639,2,Wednesday,9.75,0,0,-0.4833333333333343,Kandy-Digana,1,normal
669,264,2022-09-14,12:10:03,13:07:49,Digana,Kandy,57.766666666666666,10.65,0.18436237738026545,2,Wednesday,12.25,0,0,0.19999999999999574,Digana-Kandy,1,normal
670,264,2022-09-14,14:21:42,15:09:19,Kandy,Digana,47.61666666666667,6.933333333333336,0.14560728036401827,2,Wednesday,14.25,0,0,-9.950000000000003,Kandy-Digana,1,normal
671,264,2022-09-20,07:21:32,08:11:33,Digana,Kandy,50.016666666666666,7.366666666666665,0.1472842385871376,1,Tuesday,7.25,0,1,-7.550000000000004,Digana-Kandy,1,normal
672,264,2022-09-20,09:21:14,10:16:44,Kandy,Digana,55.5,5.483333333333334,0.09879879879879881,1,Tuesday,9.25,0,0,-2.06666666666667,Kandy-Digana,1,normal
673,264,2022-09-20,11:41:23,12:38:10,Digana,Kandy,56.78333333333333,9.349999999999998,0.16466099207513937,1,Tuesday,11.75,0,0,-0.7833333333333385,Digana-Kandy,1,normal
674,264,2022-09-20,13:40:57,14:41:01,Kandy,Digana,60.06666666666667,17.150000000000002,0.28551609322974475,1,Tuesday,13.75,0,0,2.5,Kandy-Digana,-1,anomaly
675,264,2022-09-20,15:00:44,15:50:40,Digana,Kandy,49.93333333333333,7.533333333333329,0.15086782376501995,1,Tuesday,15.0,0,0,-7.63333333333334,Digana-Kandy,1,normal
676,264,2022-09-20,17:00:45,17:54:44,Kandy,Digana,53.98333333333333,8.283333333333335,0.15344242050015441,1,Tuesday,17.0,0,1,-3.583333333333343,Kandy-Digana,1,normal
677,264,2022-09-21,06:42:00,07:36:26,Digana,Kandy,54.43333333333333,10.433333333333332,0.19167176974892833,2,Wednesday,6.75,0,0,-3.13333333333334,Digana-Kandy,1,normal
678,264,2022-09-21,08:51:57,09:48:50,Kandy,Digana,56.88333333333333,8.966666666666669,0.15763258130676827,2,Wednesday,8.75,0,1,-0.6833333333333371,Kandy-Digana,1,normal
679,264,2022-09-21,11:21:08,12:10:12,Digana,Kandy,49.06666666666667,7.733333333333332,0.15760869565217386,2,Wednesday,11.25,0,0,-8.5,Digana-Kandy,1,normal
680,264,2022-09-21,13:31:40,14:21:53,Kandy,Digana,50.21666666666667,8.499999999999998,0.16926651178227675,2,Wednesday,13.5,0,0,-7.350000000000001,Kandy-Digana,1,normal
681,264,2022-09-21,15:41:44,16:33:30,Digana,Kandy,51.766666666666666,6.883333333333333,0.13296844816484224,2,Wednesday,15.75,0,0,-5.800000000000004,Digana-Kandy,1,normal
682,264,2022-09-21,17:52:14,18:35:05,Kandy,Digana,42.85,5.133333333333331,0.1197977440684558,2,Wednesday,17.75,0,1,-14.716666666666669,Kandy-Digana,1,normal
683,264,2022-09-22,06:03:02,07:52:35,Digana,Kandy,109.55,66.64999999999998,0.6083979917845731,3,Thursday,6.0,0,0,51.98333333333333,Digana-Kandy,-1,anomaly
684,264,2022-09-22,18:57:05,19:54:21,Kandy,Digana,57.266666666666666,13.866666666666667,0.2421420256111758,3,Thursday,19.0,0,0,-0.30000000000000426,Kandy-Digana,1,normal
685,264,2022-09-24,09:21:39,10:17:59,Digana,Kandy,56.333333333333336,11.350000000000003,0.20147928994082845,5,Saturday,9.25,1,0,-1.2333333333333343,Digana-Kandy,1,normal
686,264,2022-09-24,11:02:01,11:54:14,Kandy,Digana,52.21666666666667,8.549999999999997,0.16374082349186078,5,Saturday,11.0,1,0,-5.350000000000001,Kandy-Digana,1,normal
687,264,2022-09-24,13:40:34,14:33:45,Digana,Kandy,53.18333333333333,10.250000000000002,0.1927295518646193,5,Saturday,13.75,1,0,-4.38333333333334,Digana-Kandy,1,normal
688,264,2022-09-24,15:41:11,16:33:33,Kandy,Digana,52.36666666666667,8.316666666666666,0.15881604073838318,5,Saturday,15.75,1,0,-5.200000000000003,Kandy-Digana,1,normal
689,264,2022-09-25,11:11:18,12:04:52,Digana,Kandy,53.56666666666667,8.750000000000004,0.1633478531425016,6,Sunday,11.25,1,0,-4.0,Digana-Kandy,1,normal
690,264,2022-09-25,13:22:23,14:18:54,Kandy,Digana,56.516666666666666,11.716666666666663,0.2073134768504865,6,Sunday,13.25,1,0,-1.0500000000000043,Kandy-Digana,1,normal
691,264,2022-09-25,16:01:15,16:49:59,Digana,Kandy,48.73333333333333,7.283333333333332,0.14945280437756497,6,Sunday,16.0,1,0,-8.833333333333343,Digana-Kandy,1,normal
692,264,2022-09-25,18:34:31,19:14:30,Kandy,Digana,39.98333333333333,3.733333333333333,0.09337223843268029,6,Sunday,18.5,1,0,-17.583333333333343,Kandy-Digana,1,normal
693,264,2022-09-26,06:11:05,07:15:43,Digana,Kandy,64.63333333333334,15.48333333333333,0.2395564724084579,0,Monday,6.25,0,0,7.06666666666667,Digana-Kandy,-1,anomaly
694,264,2022-09-26,07:50:04,08:41:44,Kandy,Digana,51.66666666666666,8.45,0.16354838709677422,0,Monday,7.75,0,1,-5.900000000000013,Kandy-Digana,1,normal
695,264,2022-09-26,11:01:01,11:55:24,Digana,Kandy,54.38333333333333,8.400000000000002,0.1544590867300031,0,Monday,11.0,0,0,-3.183333333333337,Digana-Kandy,1,normal
696,264,2022-09-26,12:21:28,13:21:19,Kandy,Digana,59.85,11.749999999999998,0.1963241436925647,0,Monday,12.25,0,0,2.2833333333333314,Kandy-Digana,1,normal
697,264,2022-09-27,06:00:17,06:45:15,Digana,Kandy,44.96666666666667,7.6,0.16901408450704225,1,Tuesday,6.0,0,0,-12.600000000000001,Digana-Kandy,1,normal
698,264,2022-09-27,07:31:37,08:24:12,Kandy,Digana,52.583333333333336,8.28333333333333,0.15752773375594287,1,Tuesday,7.5,0,1,-4.983333333333334,Kandy-Digana,1,normal
699,264,2022-09-27,10:31:18,11:24:15,Digana,Kandy,52.95,11.483333333333336,0.21687126219704128,1,Tuesday,10.5,0,0,-4.616666666666667,Digana-Kandy,1,normal
700,264,2022-09-27,12:21:21,13:19:10,Kandy,Digana,57.81666666666667,12.266666666666666,0.21216488901700775,1,Tuesday,12.25,0,0,0.25,Kandy-Digana,1,normal
702,264,2022-09-29,07:21:17,08:17:46,Kandy,Digana,56.48333333333333,14.433333333333334,0.25553260548834467,3,Thursday,7.25,0,1,-1.0833333333333428,Kandy-Digana,-1,anomaly
703,264,2022-09-29,10:51:48,11:49:27,Digana,Kandy,57.65,9.55,0.16565481352992195,3,Thursday,10.75,0,0,0.0833333333333286,Digana-Kandy,1,normal
704,264,2022-09-29,12:31:03,13:44:07,Kandy,Digana,73.06666666666666,17.233333333333334,0.23585766423357668,3,Thursday,12.5,0,0,15.499999999999993,Kandy-Digana,-1,anomaly
705,264,2022-09-29,15:51:21,16:47:38,Digana,Kandy,56.28333333333333,7.166666666666664,0.12733195143618592,3,Thursday,15.75,0,0,-1.2833333333333385,Digana-Kandy,1,normal
706,264,2022-09-29,17:21:51,18:07:38,Kandy,Digana,45.78333333333333,8.449999999999998,0.18456497997815793,3,Thursday,17.25,0,1,-11.783333333333339,Kandy-Digana,1,normal
708,264,2022-09-30,07:01:51,07:56:52,Kandy,Digana,55.016666666666666,10.050000000000002,0.1826719176007271,4,Friday,7.0,0,1,-2.5500000000000043,Kandy-Digana,1,normal
709,264,2022-09-30,10:01:03,10:53:15,Digana,Kandy,52.2,9.716666666666669,0.18614303959131548,4,Friday,10.0,0,0,-5.366666666666667,Digana-Kandy,1,normal
710,264,2022-09-30,11:20:52,12:18:48,Kandy,Digana,57.93333333333333,8.8,0.15189873417721522,4,Friday,11.25,0,0,0.36666666666666003,Kandy-Digana,1,normal
711,264,2022-09-30,13:59:41,14:50:27,Digana,Kandy,50.766666666666666,10.033333333333337,0.19763624425476042,4,Friday,14.0,0,0,-6.800000000000004,Digana-Kandy,1,normal
712,264,2022-09-30,15:31:49,16:28:28,Kandy,Digana,56.65,9.366666666666664,0.16534274786701966,4,Friday,15.5,0,0,-0.9166666666666714,Kandy-Digana,1,normal
713,264,2022-09-30,17:43:47,18:41:56,Digana,Kandy,58.15,6.999999999999999,0.12037833190025794,4,Friday,17.75,0,1,0.5833333333333286,Digana-Kandy,1,normal
714,264,2022-09-30,20:06:03,20:46:19,Kandy,Digana,40.266666666666666,4.633333333333335,0.11506622516556295,4,Friday,20.0,0,0,-17.300000000000004,Kandy-Digana,1,normal
715,274,2022-09-02,08:15:39,09:04:52,Digana,Kandy,49.21666666666667,6.1999999999999975,0.1259735861835421,4,Friday,8.25,0,1,-8.350000000000001,Digana-Kandy,1,normal
716,274,2022-09-02,10:01:26,10:53:06,Kandy,Digana,51.66666666666666,3.35,0.06483870967741936,4,Friday,10.0,0,0,-5.900000000000013,Kandy-Digana,1,normal
717,274,2022-09-02,12:31:15,13:31:32,Digana,Kandy,60.28333333333333,11.516666666666673,0.1910423002488251,4,Friday,12.5,0,0,2.7166666666666615,Digana-Kandy,1,normal
718,274,2022-09-02,14:20:28,15:10:54,Kandy,Digana,50.43333333333333,5.833333333333334,0.11566424322538006,4,Friday,14.25,0,0,-7.13333333333334,Kandy-Digana,1,normal
719,274,2022-09-02,17:14:26,18:01:33,Digana,Kandy,47.11666666666667,5.35,0.11354793066855323,4,Friday,17.25,0,1,-10.450000000000003,Digana-Kandy,1,normal
720,274,2022-09-02,18:49:07,19:37:11,Kandy,Digana,48.06666666666667,8.183333333333334,0.17024965325936198,4,Friday,18.75,0,0,-9.5,Kandy-Digana,1,normal
721,274,2022-09-03,07:41:27,08:29:22,Digana,Kandy,47.91666666666666,6.199999999999998,0.12939130434782609,5,Saturday,7.75,1,0,-9.650000000000013,Digana-Kandy,1,normal
722,274,2022-09-03,09:31:35,10:26:29,Kandy,Digana,54.9,6.966666666666666,0.12689738919247115,5,Saturday,9.5,1,0,-2.6666666666666714,Kandy-Digana,1,normal
723,274,2022-09-03,12:01:21,12:54:07,Digana,Kandy,52.766666666666666,6.816666666666665,0.12918509159823116,5,Saturday,12.0,1,0,-4.800000000000004,Digana-Kandy,1,normal
