trip_id,device_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time
739,274,2022-09-07,12:41:25,13:45:06,BT02,BT01,63.68333333333333,13.43333333333334
740,274,2022-09-07,14:51:43,15:44:04,BT01,BT02,52.35,4.916666666666665
741,274,2022-09-07,17:14:02,18:15:25,BT02,BT01,61.38333333333333,5.449999999999999
742,274,2022-09-07,20:52:33,21:24:37,BT01,BT02,32.06666666666667,2.9333333333333327
743,274,2022-09-08,08:01:25,08:51:41,BT02,BT01,50.266666666666666,7.583333333333333
744,274,2022-09-08,09:11:32,10:03:39,BT01,BT02,52.11666666666667,6.133333333333333
745,274,2022-09-08,11:51:07,12:42:58,BT02,BT01,51.85,9.216666666666669
746,274,2022-09-08,13:01:29,13:54:22,BT01,BT02,52.88333333333333,7.25
747,274,2022-09-08,14:51:29,15:45:11,BT02,BT01,53.7,6.433333333333331
748,274,2022-09-08,16:30:29,17:25:01,BT01,BT02,54.53333333333333,4.883333333333333
749,274,2022-09-09,08:21:05,09:12:50,BT02,BT01,51.75,8.516666666666666
750,274,2022-09-09,10:01:09,11:03:50,BT01,BT02,62.68333333333333,9.466666666666669
751,274,2022-09-09,13:21:33,14:13:22,BT02,BT01,51.81666666666667,5.65
752,274,2022-09-09,15:12:31,16:10:05,BT01,BT02,57.56666666666667,8.233333333333333
753,274,2022-09-10,07:26:07,08:09:54,BT02,BT01,43.78333333333333,5.649999999999999
754,274,2022-09-10,08:43:05,09:39:00,BT01,BT02,55.91666666666666,6.1
755,274,2022-09-10,12:25:13,13:25:59,BT02,BT01,60.766666666666666,12.483333333333336
756,274,2022-09-10,14:11:44,15:08:53,BT01,BT02,57.15,6.416666666666667
757,274,2022-09-12,07:41:31,08:27:51,BT02,BT01,46.333333333333336,4.683333333333332
758,274,2022-09-12,09:10:24,10:04:35,BT01,BT02,54.18333333333333,7.25
759,274,2022-09-12,11:51:03,12:44:09,BT02,BT01,53.1,11.0
760,274,2022-09-12,13:42:28,14:35:30,BT01,BT02,53.03333333333333,5.249999999999999
761,274,2022-09-12,16:41:09,17:33:36,BT02,BT01,52.45,9.566666666666666
762,274,2022-09-12,18:34:35,19:20:05,BT01,BT02,45.5,6.416666666666666
763,274,2022-09-13,07:19:25,08:03:25,BT02,BT01,44.0,5.183333333333333
764,274,2022-09-13,09:21:32,10:12:12,BT01,BT02,50.66666666666666,4.783333333333334
765,274,2022-09-13,12:12:00,13:00:49,BT02,BT01,48.81666666666667,6.933333333333332
766,274,2022-09-13,14:31:35,15:21:28,BT01,BT02,49.88333333333333,6.216666666666668
767,274,2022-09-13,16:32:16,17:25:05,BT02,BT01,52.81666666666667,4.533333333333332
768,274,2022-09-13,19:12:01,19:53:51,BT01,BT02,41.833333333333336,2.716666666666667
769,274,2022-09-14,06:51:17,07:46:07,BT02,BT01,54.833333333333336,16.05
770,274,2022-09-14,08:50:25,09:38:17,BT01,BT02,47.86666666666667,3.3500000000000005
771,274,2022-09-14,11:20:37,12:17:17,BT02,BT01,56.66666666666666,10.033333333333337
772,274,2022-09-14,13:20:56,14:14:35,BT01,BT02,53.65,6.7
773,274,2022-09-14,14:51:32,15:44:32,BT02,BT01,53.0,7.349999999999998
774,274,2022-09-14,16:51:44,17:42:52,BT01,BT02,51.13333333333333,7.016666666666668
775,274,2022-09-15,06:41:06,07:34:40,BT02,BT01,53.56666666666667,11.05
776,274,2022-09-15,08:31:51,09:22:56,BT01,BT02,51.083333333333336,4.4833333333333325
777,274,2022-09-15,10:20:52,11:13:11,BT02,BT01,52.31666666666667,9.78333333333333
778,274,2022-09-15,12:00:50,13:00:20,BT01,BT02,59.5,13.883333333333336
779,274,2022-09-15,13:51:52,14:39:56,BT02,BT01,48.06666666666667,4.2333333333333325
780,274,2022-09-15,15:32:11,16:29:41,BT01,BT02,57.5,3.8
781,274,2022-09-17,06:40:29,07:21:20,BT02,BT01,40.85,4.433333333333335
782,274,2022-09-17,07:52:14,08:38:18,BT01,BT02,46.06666666666667,3.2666666666666666
783,274,2022-09-17,11:11:13,12:06:03,BT02,BT01,54.833333333333336,6.116666666666667
784,274,2022-09-17,12:31:57,13:24:48,BT01,BT02,52.85,7.349999999999999
785,274,2022-09-17,16:11:32,17:02:20,BT02,BT01,50.8,4.799999999999999
786,274,2022-09-17,17:52:40,18:36:56,BT01,BT02,44.266666666666666,2.283333333333333
787,274,2022-09-19,06:39:41,07:23:07,BT02,BT01,43.43333333333333,5.599999999999999
788,274,2022-09-19,07:51:49,08:41:06,BT01,BT02,49.28333333333333,5.783333333333334
789,274,2022-09-19,10:50:58,11:41:10,BT02,BT01,50.2,9.533333333333331
790,274,2022-09-19,12:21:52,13:16:00,BT01,BT02,54.13333333333333,3.4500000000000006
791,274,2022-09-19,15:01:09,16:00:03,BT02,BT01,58.9,7.55
792,274,2022-09-19,17:56:51,18:45:17,BT01,BT02,48.43333333333333,4.433333333333333
793,274,2022-09-20,06:00:12,06:42:07,BT02,BT01,41.91666666666666,3.566666666666667
794,274,2022-09-20,07:22:05,08:13:40,BT01,BT02,51.583333333333336,7.716666666666666
795,274,2022-09-20,10:21:12,11:12:42,BT02,BT01,51.5,6.483333333333332
796,274,2022-09-20,12:12:19,13:05:47,BT01,BT02,53.46666666666667,5.383333333333333
797,274,2022-09-20,13:38:55,14:29:43,BT02,BT01,50.8,10.533333333333337
798,274,2022-09-20,15:41:41,16:37:36,BT01,BT02,55.91666666666666,8.499999999999998
799,274,2022-09-22,05:41:55,06:28:52,BT02,BT01,46.95,4.766666666666666
800,274,2022-09-22,07:11:41,08:06:39,BT01,BT02,54.96666666666667,12.816666666666666
801,274,2022-09-22,09:51:13,10:40:19,BT02,BT01,49.1,5.716666666666666
802,274,2022-09-22,11:11:04,11:51:54,BT01,BT02,40.833333333333336,1.666666666666667
803,274,2022-09-22,13:41:40,14:31:40,BT02,BT01,50.0,10.766666666666667
804,274,2022-09-22,15:12:46,16:08:48,BT01,BT02,56.03333333333333,4.333333333333333
805,274,2022-09-22,17:21:46,18:17:41,BT02,BT01,55.91666666666666,8.133333333333335
806,274,2022-09-22,20:06:36,20:44:08,BT01,BT02,37.53333333333333,1.5666666666666669
807,274,2022-09-23,08:59:27,09:49:40,BT02,BT01,50.21666666666667,7.2499999999999964
808,274,2022-09-23,10:32:18,11:24:50,BT01,BT02,52.53333333333333,4.716666666666667
809,274,2022-09-23,13:12:05,14:04:26,BT02,BT01,52.35,8.316666666666665
810,274,2022-09-23,14:51:26,15:41:37,BT01,BT02,50.18333333333333,3.999999999999999
811,274,2022-09-23,17:31:21,18:23:35,BT02,BT01,52.23333333333333,6.566666666666665
812,274,2022-09-23,19:36:09,20:17:36,BT01,BT02,41.45,3.4166666666666674
813,274,2022-09-24,09:10:13,10:03:19,BT02,BT01,53.1,10.450000000000005
814,274,2022-09-24,10:51:05,11:46:23,BT01,BT02,55.3,8.18333333333333
815,274,2022-09-24,13:31:40,14:23:22,BT02,BT01,51.7,8.433333333333334
816,274,2022-09-24,15:32:28,16:28:20,BT01,BT02,55.86666666666667,6.133333333333334
817,274,2022-09-27,08:10:10,09:00:45,BT02,BT01,50.583333333333336,9.216666666666663
818,274,2022-09-27,10:01:24,10:54:49,BT01,BT02,53.41666666666666,3.916666666666666
819,274,2022-09-27,12:33:32,13:27:36,BT02,BT01,54.06666666666667,10.450000000000005
820,274,2022-09-27,14:31:26,15:19:11,BT01,BT02,47.75,7.516666666666665
821,274,2022-09-27,16:51:49,17:45:06,BT02,BT01,53.28333333333333,8.799999999999999
822,274,2022-09-27,19:35:50,20:18:02,BT01,BT02,42.2,3.083333333333333
823,274,2022-09-28,08:41:27,09:32:04,BT02,BT01,50.61666666666667,8.05
824,274,2022-09-28,10:01:54,10:52:29,BT01,BT02,50.583333333333336,4.150000000000001
825,274,2022-09-28,13:21:44,14:24:14,BT02,BT01,62.5,13.700000000000008
826,274,2022-09-28,15:01:14,15:55:44,BT01,BT02,54.5,4.483333333333334
827,274,2022-09-29,08:31:06,09:16:04,BT02,BT01,44.96666666666667,5.883333333333333
828,274,2022-09-29,10:01:55,10:53:11,BT01,BT02,51.266666666666666,3.65
829,274,2022-09-29,13:12:08,14:14:11,BT02,BT01,62.05,11.983333333333333
830,274,2022-09-29,14:41:53,15:38:36,BT01,BT02,56.71666666666667,8.716666666666665
831,274,2022-09-29,17:31:47,18:27:56,BT02,BT01,56.15,9.566666666666665
832,274,2022-09-29,21:14:35,21:41:54,BT01,BT02,27.316666666666663,0.5833333333333333
833,274,2022-09-30,07:48:57,08:32:11,BT02,BT01,43.23333333333333,5.6000000000000005
834,274,2022-09-30,09:10:33,10:04:28,BT01,BT02,53.91666666666666,3.45
835,274,2022-09-30,12:01:05,12:54:32,BT02,BT01,53.45,6.8500000000000005
836,274,2022-09-30,13:31:43,14:32:26,BT01,BT02,60.71666666666667,10.983333333333327
837,274,2022-09-30,16:00:35,16:49:33,BT02,BT01,48.96666666666667,3.316666666666667
838,274,2022-09-30,17:29:36,18:15:30,BT01,BT02,45.9,4.933333333333335
839,275,2022-09-02,06:04:31,06:54:43,BT02,BT01,50.2,4.316666666666667
840,275,2022-09-02,08:10:27,09:03:17,BT01,BT02,52.833333333333336,7.249999999999999
841,275,2022-09-03,06:10:49,06:51:10,BT02,BT01,40.35,3.3166666666666664
842,275,2022-09-03,08:01:53,08:55:43,BT01,BT02,53.833333333333336,5.550000000000001
843,275,2022-09-03,10:40:34,11:35:15,BT02,BT01,54.68333333333333,7.85
844,275,2022-09-03,12:23:02,13:19:23,BT01,BT02,56.35,6.116666666666667
845,275,2022-09-04,09:30:06,10:23:54,BT02,BT01,53.8,8.100000000000001
846,275,2022-09-04,12:02:04,12:57:01,BT01,BT02,54.95,6.65
847,275,2022-09-04,13:51:49,14:44:56,BT02,BT01,53.11666666666667,6.499999999999997
848,275,2022-09-04,18:29:28,19:09:31,BT01,BT02,40.05,3.4000000000000004
849,275,2022-09-05,06:03:17,06:59:12,BT02,BT01,55.91666666666666,9.783333333333331
850,275,2022-09-05,07:21:24,08:13:56,BT01,BT02,52.53333333333333,7.1166666666666645
851,275,2022-09-05,10:51:21,11:49:27,BT02,BT01,58.1,12.166666666666668
852,275,2022-09-05,12:31:56,13:26:18,BT01,BT02,54.36666666666667,8.950000000000001
853,275,2022-09-05,15:31:34,16:29:03,BT02,BT01,57.48333333333333,11.15
854,275,2022-09-05,17:03:03,17:57:06,BT01,BT02,54.05,5.866666666666667
855,275,2022-09-07,06:05:13,06:53:44,BT02,BT01,48.516666666666666,10.116666666666664
856,275,2022-09-07,07:31:26,08:21:49,BT01,BT02,50.38333333333333,5.666666666666666
857,275,2022-09-07,11:20:14,12:16:25,BT02,BT01,56.18333333333333,11.033333333333331
858,275,2022-09-07,13:02:38,14:00:47,BT01,BT02,58.15,6.833333333333333
859,275,2022-09-07,15:51:03,16:44:05,BT02,BT01,53.03333333333333,5.899999999999999
860,275,2022-09-07,17:59:35,18:47:28,BT01,BT02,47.88333333333333,4.516666666666668
861,275,2022-09-08,06:08:52,06:49:47,BT02,BT01,40.91666666666666,2.216666666666667
862,275,2022-09-08,07:20:38,08:08:09,BT01,BT02,47.516666666666666,7.449999999999999
863,275,2022-09-08,13:01:15,14:01:59,BT02,BT01,60.73333333333333,14.35
864,275,2022-09-08,14:41:51,15:31:59,BT01,BT02,50.13333333333333,5.049999999999999
865,275,2022-09-09,06:07:45,06:44:57,BT02,BT01,37.2,1.85
866,275,2022-09-09,07:41:33,08:32:00,BT01,BT02,50.45,5.950000000000001
867,275,2022-09-09,11:51:47,12:47:34,BT02,BT01,55.78333333333333,6.049999999999999
868,275,2022-09-09,13:41:29,14:36:47,BT01,BT02,55.3,6.549999999999999
869,275,2022-09-09,17:25:00,18:21:05,BT02,BT01,56.083333333333336,6.549999999999999
870,275,2022-09-09,19:21:23,20:02:43,BT01,BT02,41.333333333333336,3.033333333333333
871,275,2022-09-10,09:14:55,10:11:22,BT02,BT01,56.45,6.9833333333333325
872,275,2022-09-10,11:02:44,11:57:26,BT01,BT02,54.7,7.316666666666667
873,275,2022-09-10,14:14:45,15:07:48,BT02,BT01,53.05,6.4
874,275,2022-09-10,16:21:30,17:12:49,BT01,BT02,51.31666666666667,3.733333333333333
875,275,2022-09-13,06:03:18,06:46:53,BT02,BT01,43.583333333333336,5.1000000000000005
876,275,2022-09-13,07:30:13,08:22:21,BT01,BT02,52.13333333333333,5.933333333333334
877,275,2022-09-13,10:41:44,11:38:46,BT02,BT01,57.03333333333333,6.4
878,275,2022-09-13,12:41:31,13:44:09,BT01,BT02,62.63333333333333,10.65
879,275,2022-09-13,15:29:43,16:23:09,BT02,BT01,53.43333333333333,8.366666666666667
880,275,2022-09-13,17:50:32,18:35:43,BT01,BT02,45.18333333333333,3.266666666666667
881,275,2022-09-14,06:02:56,06:47:49,BT02,BT01,44.88333333333333,5.899999999999998
882,275,2022-09-14,07:41:27,08:32:50,BT01,BT02,51.38333333333333,6.766666666666668
883,275,2022-09-14,10:36:15,11:31:28,BT02,BT01,55.21666666666667,7.083333333333333
884,275,2022-09-14,12:41:26,13:49:16,BT01,BT02,67.83333333333333,16.483333333333334
885,275,2022-09-15,06:02:27,06:45:42,BT02,BT01,43.25,6.399999999999999
886,275,2022-09-15,07:41:12,08:28:01,BT01,BT02,46.81666666666667,5.366666666666666
887,275,2022-09-15,09:06:38,09:58:12,BT02,BT01,51.56666666666667,7.849999999999999
888,275,2022-09-15,11:36:53,12:31:01,BT01,BT02,54.13333333333333,5.9
889,275,2022-09-15,13:06:09,14:05:40,BT02,BT01,59.516666666666666,12.483333333333333
890,275,2022-09-15,14:35:11,15:24:47,BT01,BT02,49.6,5.966666666666669
891,275,2022-09-17,06:10:31,06:56:13,BT02,BT01,45.7,3.95
892,275,2022-09-17,07:31:21,08:23:57,BT01,BT02,52.6,5.266666666666667
893,275,2022-09-17,10:50:48,11:41:50,BT02,BT01,51.03333333333333,6.266666666666666
894,275,2022-09-17,12:11:21,13:05:29,BT01,BT02,54.13333333333333,6.099999999999998
895,275,2022-09-17,15:51:16,16:48:33,BT02,BT01,57.28333333333333,10.5
896,275,2022-09-17,17:43:15,18:32:16,BT01,BT02,49.016666666666666,3.083333333333333
897,275,2022-09-18,06:16:48,07:00:08,BT02,BT01,43.333333333333336,3.716666666666667
898,275,2022-09-18,07:32:00,08:20:22,BT01,BT02,48.36666666666667,4.883333333333332
899,275,2022-09-18,10:41:14,11:37:08,BT02,BT01,55.9,5.300000000000001
900,275,2022-09-18,11:58:26,12:54:47,BT01,BT02,56.35,6.183333333333334
901,275,2022-09-18,14:51:48,15:46:52,BT02,BT01,55.06666666666667,8.299999999999999
902,275,2022-09-18,17:07:31,17:52:49,BT01,BT02,45.3,3.966666666666667
903,275,2022-09-19,09:10:58,10:05:08,BT02,BT01,54.16666666666666,10.95
904,275,2022-09-19,10:42:05,11:39:18,BT01,BT02,57.21666666666667,6.800000000000001
905,275,2022-09-19,13:21:27,14:17:17,BT02,BT01,55.833333333333336,6.316666666666665
906,275,2022-09-19,14:51:27,15:39:08,BT01,BT02,47.68333333333333,3.2166666666666672
907,275,2022-09-20,06:03:04,06:50:39,BT02,BT01,47.583333333333336,6.85
908,275,2022-09-20,07:30:03,08:21:14,BT01,BT02,51.18333333333333,4.683333333333333
909,275,2022-09-20,09:06:44,10:02:02,BT02,BT01,55.3,6.583333333333332
910,275,2022-09-20,11:36:55,12:37:32,BT01,BT02,60.61666666666667,9.683333333333334
911,275,2022-09-20,13:07:15,14:05:08,BT02,BT01,57.88333333333333,12.300000000000004
912,275,2022-09-20,14:36:25,15:25:21,BT01,BT02,48.93333333333333,5.916666666666667
913,275,2022-09-23,06:02:32,06:48:40,BT02,BT01,46.13333333333333,4.85
914,275,2022-09-23,07:51:55,08:39:14,BT01,BT02,47.31666666666667,4.899999999999999
915,275,2022-09-23,09:06:13,09:59:23,BT02,BT01,53.16666666666666,8.416666666666663
916,275,2022-09-23,11:37:09,12:34:08,BT01,BT02,56.98333333333333,7.833333333333332
917,275,2022-09-23,13:06:09,14:01:02,BT02,BT01,54.88333333333333,10.866666666666667
918,275,2022-09-23,14:35:13,15:26:41,BT01,BT02,51.46666666666667,4.3500000000000005
919,275,2022-09-25,06:11:31,06:51:00,BT02,BT01,39.48333333333333,4.116666666666667
920,275,2022-09-25,07:12:48,08:02:06,BT01,BT02,49.3,3.866666666666667
921,275,2022-09-25,09:41:26,10:36:12,BT02,BT01,54.766666666666666,6.266666666666665
922,275,2022-09-25,11:25:47,12:26:26,BT01,BT02,60.65,12.51666666666667
923,275,2022-09-25,14:00:27,14:49:15,BT02,BT01,48.8,6.549999999999998
924,275,2022-09-25,16:35:22,17:31:25,BT01,BT02,56.05,6.066666666666665
925,275,2022-09-27,06:03:34,06:50:10,BT02,BT01,46.6,7.816666666666668
926,275,2022-09-27,07:41:05,08:32:21,BT01,BT02,51.266666666666666,7.68333333333333
927,275,2022-09-27,13:06:05,14:04:24,BT02,BT01,58.31666666666667,9.45
928,275,2022-09-27,14:34:15,15:23:19,BT01,BT02,49.06666666666667,5.716666666666667
929,275,2022-09-28,06:03:23,06:50:56,BT02,BT01,47.55,7.216666666666667
930,275,2022-09-28,07:40:38,08:28:40,BT01,BT02,48.03333333333333,6.383333333333334
931,275,2022-09-28,09:06:09,09:56:48,BT02,BT01,50.65,5.833333333333331
932,275,2022-09-28,11:36:28,12:31:46,BT01,BT02,55.3,8.85
933,275,2022-09-28,13:06:28,14:10:46,BT02,BT01,64.3,17.166666666666668
934,275,2022-09-28,14:36:15,15:23:20,BT01,BT02,47.083333333333336,6.149999999999997
935,275,2022-09-29,06:02:46,06:45:55,BT02,BT01,43.15,4.533333333333334
936,275,2022-09-29,07:39:35,08:30:34,BT01,BT02,50.98333333333333,5.633333333333331
937,275,2022-09-29,13:04:16,14:01:20,BT02,BT01,57.06666666666667,9.849999999999998
938,275,2022-09-29,14:34:33,15:21:13,BT01,BT02,46.66666666666666,6.449999999999999
939,275,2022-09-30,06:03:44,06:46:01,BT02,BT01,42.28333333333333,4.583333333333332
940,275,2022-09-30,07:30:09,08:22:59,BT01,BT02,52.833333333333336,8.76666666666667
941,275,2022-09-30,13:04:29,13:56:16,BT02,BT01,51.78333333333333,8.549999999999999
942,275,2022-09-30,14:35:01,15:25:40,BT01,BT02,50.65,6.050000000000001
943,279,2022-09-05,08:00:42,08:52:41,BT02,BT01,51.98333333333333,7.633333333333333
944,279,2022-09-05,13:41:31,14:54:24,BT01,BT02,72.88333333333334,18.883333333333336
945,279,2022-09-08,07:41:48,08:34:47,BT02,BT01,52.98333333333333,8.850000000000001
946,279,2022-09-08,08:55:35,09:54:13,BT01,BT02,58.63333333333333,9.433333333333334
947,279,2022-09-08,11:31:06,12:27:01,BT02,BT01,55.91666666666666,8.8
948,279,2022-09-08,12:43:14,13:37:45,BT01,BT02,54.516666666666666,6.533333333333335
949,279,2022-09-09,08:01:17,08:54:18,BT02,BT01,53.016666666666666,8.799999999999999
950,279,2022-09-09,09:41:18,10:40:06,BT01,BT02,58.8,6.933333333333333
951,279,2022-09-09,12:51:53,13:48:02,BT02,BT01,56.15,9.633333333333336
952,279,2022-09-09,14:42:01,15:36:07,BT01,BT02,54.1,6.95
953,279,2022-09-10,07:08:07,08:02:47,BT02,BT01,54.66666666666666,7.583333333333333
954,279,2022-09-10,08:22:03,09:15:41,BT01,BT02,53.63333333333333,5.183333333333333
955,279,2022-09-10,12:14:02,13:19:02,BT02,BT01,65.0,14.16666666666667
956,279,2022-09-10,14:00:58,14:58:10,BT01,BT02,57.2,9.85
957,279,2022-09-10,17:18:40,18:11:50,BT02,BT01,53.16666666666666,6.849999999999998
958,279,2022-09-10,19:12:12,19:50:21,BT01,BT02,38.15,2.45
959,279,2022-09-12,06:58:18,07:50:14,BT02,BT01,51.93333333333333,5.1999999999999975
960,279,2022-09-12,08:32:09,09:26:11,BT01,BT02,54.03333333333333,7.466666666666668
961,279,2022-09-12,11:31:51,12:21:35,BT02,BT01,49.73333333333333,6.216666666666665
962,279,2022-09-12,13:02:34,13:49:31,BT01,BT02,46.95,5.466666666666668
963,279,2022-09-12,16:11:20,17:12:46,BT02,BT01,61.43333333333333,10.75
964,279,2022-09-12,17:50:30,18:35:01,BT01,BT02,44.516666666666666,4.15
965,279,2022-09-13,06:51:10,07:39:07,BT02,BT01,47.95,5.683333333333332
966,279,2022-09-13,09:01:40,09:55:20,BT01,BT02,53.66666666666666,6.683333333333335
967,279,2022-09-13,11:51:22,12:48:56,BT02,BT01,57.56666666666667,12.98333333333333
968,279,2022-09-13,14:11:51,15:04:36,BT01,BT02,52.75,7.25
969,279,2022-09-13,16:10:40,17:06:50,BT02,BT01,56.16666666666666,5.483333333333334
970,279,2022-09-13,18:37:44,19:18:00,BT01,BT02,40.266666666666666,2.0500000000000003
971,279,2022-09-14,06:31:22,07:38:15,BT02,BT01,66.88333333333334,19.65000000000001
972,279,2022-09-14,08:31:54,09:23:11,BT01,BT02,51.28333333333333,7.433333333333334
973,279,2022-09-14,11:00:12,11:56:13,BT02,BT01,56.016666666666666,10.083333333333334
974,279,2022-09-14,12:52:58,13:52:13,BT01,BT02,59.25,7.95
975,279,2022-09-14,16:51:27,17:50:04,BT02,BT01,58.61666666666667,7.716666666666668
976,279,2022-09-14,19:51:34,20:29:12,BT01,BT02,37.63333333333333,2.6
977,279,2022-09-15,06:31:47,07:33:34,BT02,BT01,61.78333333333333,11.666666666666677
978,279,2022-09-15,08:21:42,09:07:20,BT01,BT02,45.63333333333333,2.583333333333333
979,279,2022-09-15,10:11:45,11:09:49,BT02,BT01,58.06666666666667,7.249999999999999
980,279,2022-09-15,11:52:56,12:43:06,BT01,BT02,50.16666666666666,8.316666666666666
981,279,2022-09-15,16:11:51,16:55:40,BT02,BT01,43.81666666666667,3.2833333333333337
982,279,2022-09-15,18:47:03,19:39:10,BT01,BT02,52.11666666666667,8.15
983,279,2022-09-17,06:01:24,06:44:18,BT02,BT01,42.9,2.5
984,279,2022-09-17,07:22:38,08:16:51,BT01,BT02,54.21666666666667,4.133333333333335
985,279,2022-09-17,10:42:11,11:39:34,BT02,BT01,57.38333333333333,9.283333333333337
986,279,2022-09-17,12:00:17,12:59:19,BT01,BT02,59.03333333333333,6.983333333333331
987,279,2022-09-17,15:41:15,16:41:55,BT02,BT01,60.66666666666666,9.550000000000002
988,279,2022-09-17,18:09:09,18:55:39,BT01,BT02,46.5,3.9166666666666674
989,279,2022-09-18,07:15:52,08:04:28,BT02,BT01,48.6,7.2666666666666675
990,279,2022-09-18,08:22:59,09:18:49,BT01,BT02,55.833333333333336,5.7333333333333325
991,279,2022-09-18,11:31:21,12:27:22,BT02,BT01,56.016666666666666,6.799999999999998
992,279,2022-09-18,12:52:19,13:43:59,BT01,BT02,51.66666666666666,5.816666666666667
993,279,2022-09-18,15:40:05,16:37:25,BT02,BT01,57.333333333333336,7.4
994,279,2022-09-18,18:06:59,18:44:32,BT01,BT02,37.55,3.3666666666666663
995,279,2022-09-19,08:41:03,09:34:50,BT02,BT01,53.78333333333333,9.9
996,279,2022-09-19,10:11:47,11:03:10,BT01,BT02,51.38333333333333,6.216666666666665
997,279,2022-09-19,12:51:22,13:46:00,BT02,BT01,54.63333333333333,7.016666666666666
998,279,2022-09-19,14:22:19,15:15:36,BT01,BT02,53.28333333333333,4.599999999999999
999,279,2022-09-19,17:12:33,18:10:26,BT02,BT01,57.88333333333333,7.566666666666664
1000,279,2022-09-19,20:59:35,21:25:11,BT01,BT02,25.6,0.1833333333333333
1001,279,2022-09-20,05:47:44,06:32:11,BT02,BT01,44.45,4.199999999999999
1002,279,2022-09-20,07:14:56,08:06:03,BT01,BT02,51.11666666666667,7.233333333333332
1003,279,2022-09-20,10:11:03,11:09:09,BT02,BT01,58.1,9.300000000000002
1004,279,2022-09-20,12:00:17,12:59:00,BT01,BT02,58.71666666666667,11.383333333333333
1005,279,2022-09-20,13:31:38,14:22:18,BT02,BT01,50.66666666666666,11.05
1006,279,2022-09-20,15:29:16,16:25:00,BT01,BT02,55.73333333333333,6.833333333333334
1007,279,2022-09-20,17:40:13,18:33:27,BT02,BT01,53.23333333333333,9.833333333333336
1008,279,2022-09-20,21:06:09,21:36:54,BT01,BT02,30.75,5.199999999999998
1009,279,2022-09-22,05:30:05,06:06:34,BT02,BT01,36.48333333333333,3.4666666666666672
1010,279,2022-09-22,07:01:52,07:58:13,BT01,BT02,56.35,6.383333333333331
1011,279,2022-09-22,09:41:12,10:32:32,BT02,BT01,51.333333333333336,9.05
1012,279,2022-09-22,11:02:11,11:51:28,BT01,BT02,49.28333333333333,4.3
1013,279,2022-09-22,13:31:28,14:24:04,BT02,BT01,52.6,11.65
1014,279,2022-09-22,15:01:36,15:55:07,BT01,BT02,53.516666666666666,6.0
1015,279,2022-09-23,08:41:02,09:32:14,BT02,BT01,51.2,9.483333333333336
1016,279,2022-09-23,10:12:39,11:02:37,BT01,BT02,49.96666666666667,4.65
1017,279,2022-09-23,12:51:36,13:51:57,BT02,BT01,60.35,11.900000000000004
1018,279,2022-09-23,14:31:27,15:25:00,BT01,BT02,53.55,9.483333333333333
1019,279,2022-09-23,17:11:26,18:09:55,BT02,BT01,58.48333333333333,8.683333333333335
1020,279,2022-09-23,18:54:39,19:40:06,BT01,BT02,45.45,4.683333333333333
1021,279,2022-09-24,08:51:27,09:42:59,BT02,BT01,51.53333333333333,8.716666666666667
1022,279,2022-09-24,10:31:54,11:33:53,BT01,BT02,61.98333333333333,12.450000000000005
1023,279,2022-09-24,13:11:37,14:06:26,BT02,BT01,54.81666666666667,7.950000000000002
1024,279,2022-09-24,15:14:10,16:04:16,BT01,BT02,50.1,5.983333333333333
1025,279,2022-09-24,17:21:33,18:22:47,BT02,BT01,61.23333333333333,11.050000000000002
1026,279,2022-09-24,20:25:13,21:06:45,BT01,BT02,41.53333333333333,4.449999999999999
1027,279,2022-09-25,08:19:35,09:07:50,BT02,BT01,48.25,7.233333333333333
1028,279,2022-09-25,09:42:52,10:39:49,BT01,BT02,56.95,6.199999999999999
1029,279,2022-09-25,12:00:41,12:53:15,BT02,BT01,52.56666666666667,6.766666666666668
1030,279,2022-09-25,14:34:25,15:36:03,BT01,BT02,61.63333333333333,7.233333333333333
1031,279,2022-09-27,07:59:49,08:47:21,BT02,BT01,47.53333333333333,6.983333333333334
1032,279,2022-09-27,09:51:41,10:44:39,BT01,BT02,52.96666666666667,5.016666666666668
1033,279,2022-09-27,16:41:32,17:31:15,BT02,BT01,49.71666666666667,7.316666666666668
1034,279,2022-09-27,18:59:26,19:36:21,BT01,BT02,36.91666666666666,2.1500000000000004
1035,279,2022-09-28,08:22:07,09:10:06,BT02,BT01,47.98333333333333,5.666666666666665
1036,279,2022-09-28,09:40:57,10:34:02,BT01,BT02,53.083333333333336,6.766666666666665
1037,279,2022-09-28,13:01:01,14:02:06,BT02,BT01,61.083333333333336,9.183333333333334
1038,279,2022-09-28,14:40:25,15:32:01,BT01,BT02,51.6,4.366666666666667
1039,279,2022-09-28,17:10:51,18:05:06,BT02,BT01,54.25,3.316666666666667
1040,279,2022-09-28,19:13:20,19:49:39,BT01,BT02,36.31666666666667,2.6166666666666667
1041,279,2022-09-29,08:11:27,08:58:57,BT02,BT01,47.5,10.01666666666667
1042,279,2022-09-29,09:41:47,10:37:51,BT01,BT02,56.06666666666667,6.349999999999999
1043,279,2022-09-29,12:52:00,13:52:59,BT02,BT01,60.98333333333333,15.95
1044,279,2022-09-29,14:22:02,15:05:33,BT01,BT02,43.516666666666666,4.299999999999999
1045,279,2022-09-29,17:19:14,18:13:19,BT02,BT01,54.083333333333336,6.566666666666667
1046,279,2022-09-29,20:33:27,21:05:36,BT01,BT02,32.15,1.25
