trip_id,date,start_time,end_time,start_terminal,end_terminal,travel_time,dwell_time,SITR,day_of_week,day_name,hour_of_day,weekend,rush_hour,excess_travel_time,Direction,outlier
211,2021-11-13,08:41:36,09:29:30,Digana,Kandy,47.9,5.283333333333331,0.1102992345163534,5,Saturday,8.75,1,1,-14.626666666666672,Digana-Kandy,normal
212,2021-11-13,09:51:16,10:47:41,Kandy,Digana,56.41666666666666,8.333333333333332,0.1477104874446085,5,Saturday,9.75,1,0,-6.110000000000014,Kandy-Digana,normal
213,2021-11-13,11:22:10,12:17:19,Digana,Kandy,55.15,8.6,0.155938349954669,5,Saturday,11.25,1,0,-7.376666666666672,Digana-Kandy,normal
214,2021-11-13,12:42:38,13:33:03,Kandy,Digana,50.41666666666666,6.049999999999999,0.12,5,Saturday,12.75,1,0,-12.110000000000014,Kandy-Digana,normal
215,2021-11-13,15:10:28,16:10:02,Digana,Kandy,59.56666666666667,4.883333333333333,0.0819809736989367,5,Saturday,15.25,1,0,-2.960000000000001,Digana-Kandy,normal
217,2021-11-14,09:11:29,10:00:59,Digana,Kandy,49.5,7.000000000000001,0.1414141414141414,6,Sunday,9.25,1,0,-13.02666666666667,Digana-Kandy,normal
218,2021-11-14,10:29:37,11:30:12,Kandy,Digana,60.583333333333336,16.71666666666667,0.2759284731774415,6,Sunday,10.5,1,0,-1.9433333333333351,Kandy-Digana,normal
219,2021-11-14,13:11:25,14:08:15,Digana,Kandy,56.833333333333336,6.583333333333332,0.1158357771260996,6,Sunday,13.25,1,0,-5.693333333333335,Digana-Kandy,normal
220,2021-11-14,14:32:48,15:18:30,Kandy,Digana,45.7,4.849999999999999,0.1061269146608314,6,Sunday,14.5,1,0,-16.826666666666668,Kandy-Digana,normal
221,2021-11-14,17:06:40,19:05:18,Digana,Kandy,118.63333333333334,29.933333333333334,0.252318066872717,6,Sunday,17.0,1,1,56.10666666666667,Digana-Kandy,anomaly
222,2021-11-14,19:36:46,20:11:26,Kandy,Digana,34.666666666666664,2.3000000000000003,0.0663461538461538,6,Sunday,19.5,1,0,-27.860000000000007,Kandy-Digana,anomaly
223,2021-11-15,08:16:39,09:10:04,Digana,Kandy,53.41666666666666,7.566666666666664,0.1416536661466458,0,Monday,8.25,0,1,-9.110000000000014,Digana-Kandy,normal
224,2021-11-15,09:42:16,10:41:19,Kandy,Digana,59.05,15.816666666666665,0.2678521027377928,0,Monday,9.75,0,0,-3.4766666666666737,Kandy-Digana,normal
225,2021-11-15,11:20:05,12:17:30,Digana,Kandy,57.41666666666666,13.6,0.2368650217706822,0,Monday,11.25,0,0,-5.110000000000014,Digana-Kandy,normal
226,2021-11-15,12:30:41,13:14:29,Kandy,Digana,43.8,5.666666666666666,0.1293759512937595,0,Monday,12.5,0,0,-18.726666666666677,Kandy-Digana,normal
235,2021-11-19,08:24:30,09:11:32,Digana,Kandy,47.03333333333333,6.049999999999998,0.1286321757618709,4,Friday,8.5,0,1,-15.49333333333334,Digana-Kandy,normal
236,2021-11-19,10:13:20,10:58:12,Kandy,Digana,44.86666666666667,7.099999999999998,0.1582466567607726,4,Friday,10.25,0,0,-17.660000000000004,Kandy-Digana,normal
237,2021-11-19,15:18:00,16:12:23,Digana,Kandy,54.38333333333333,8.149999999999999,0.1498620901011339,4,Friday,15.25,0,0,-8.143333333333338,Digana-Kandy,normal
239,2021-11-20,07:58:41,08:50:51,Digana,Kandy,52.16666666666666,7.149999999999999,0.1370607028753993,5,Saturday,8.0,1,1,-10.360000000000014,Digana-Kandy,normal
240,2021-11-20,09:11:32,10:02:10,Kandy,Digana,50.63333333333333,10.133333333333333,0.2001316655694535,5,Saturday,9.25,1,0,-11.893333333333338,Kandy-Digana,normal
241,2021-11-20,15:01:13,15:53:23,Digana,Kandy,52.16666666666666,6.616666666666664,0.1268370607028753,5,Saturday,15.0,1,0,-10.360000000000014,Digana-Kandy,normal
242,2021-11-20,16:19:55,17:00:48,Kandy,Digana,40.88333333333333,3.3000000000000003,0.0807174887892376,5,Saturday,16.25,1,1,-21.643333333333334,Kandy-Digana,anomaly
243,2021-11-20,17:03:12,18:34:02,Digana,Kandy,90.83333333333331,31.66666666666668,0.3486238532110093,5,Saturday,17.0,1,1,28.306666666666644,Digana-Kandy,anomaly
245,2021-11-22,07:38:45,08:24:30,Digana,Kandy,45.75,4.683333333333334,0.102367941712204,0,Monday,7.75,0,1,-16.77666666666667,Digana-Kandy,normal
246,2021-11-22,08:50:26,09:41:34,Kandy,Digana,51.13333333333333,6.833333333333333,0.1336375488917861,0,Monday,8.75,0,1,-11.393333333333338,Kandy-Digana,normal
247,2021-11-22,11:21:19,12:16:54,Digana,Kandy,55.583333333333336,11.21666666666667,0.2017991004497751,0,Monday,11.25,0,0,-6.943333333333335,Digana-Kandy,normal
248,2021-11-22,12:31:32,13:35:44,Kandy,Digana,64.2,17.433333333333337,0.2715472481827622,0,Monday,12.5,0,0,1.673333333333332,Kandy-Digana,normal
250,2021-11-22,19:35:02,20:39:24,Kandy,Digana,64.36666666666666,24.316666666666663,0.377783531848783,0,Monday,19.5,0,0,1.8399999999999888,Kandy-Digana,anomaly
251,2021-11-23,07:23:43,08:07:10,Digana,Kandy,43.45,4.8166666666666655,0.1108553893364019,1,Tuesday,7.5,0,1,-19.076666666666668,Digana-Kandy,normal
252,2021-11-23,08:31:13,09:21:54,Kandy,Digana,50.68333333333333,3.8333333333333335,0.0756330154554422,1,Tuesday,8.5,0,1,-11.84333333333334,Kandy-Digana,normal
253,2021-11-23,11:31:23,12:29:00,Digana,Kandy,57.61666666666667,14.25,0.2473242695979172,1,Tuesday,11.5,0,0,-4.910000000000004,Digana-Kandy,normal
254,2021-11-23,12:41:25,13:48:53,Kandy,Digana,67.46666666666667,18.46666666666667,0.2737154150197629,1,Tuesday,12.75,0,0,4.939999999999998,Kandy-Digana,normal
255,2021-11-23,15:11:21,16:05:20,Digana,Kandy,53.98333333333333,7.583333333333334,0.1404754553874652,1,Tuesday,15.25,0,0,-8.543333333333344,Digana-Kandy,normal
256,2021-11-23,16:50:23,17:48:28,Kandy,Digana,58.083333333333336,4.749999999999999,0.0817790530846484,1,Tuesday,16.75,0,1,-4.443333333333335,Kandy-Digana,normal
257,2021-11-23,17:55:04,19:31:41,Digana,Kandy,96.61666666666666,30.46666666666668,0.3153355183715716,1,Tuesday,18.0,0,1,34.08999999999999,Digana-Kandy,anomaly
259,2021-11-24,07:29:10,08:17:50,Digana,Kandy,48.66666666666666,5.716666666666666,0.1174657534246575,2,Wednesday,7.5,0,1,-13.860000000000014,Digana-Kandy,normal
260,2021-11-24,08:41:49,09:24:30,Kandy,Digana,42.68333333333333,2.1333333333333333,0.0499804763764154,2,Wednesday,8.75,0,1,-19.84333333333334,Kandy-Digana,normal
261,2021-11-24,10:29:30,11:22:46,Digana,Kandy,53.266666666666666,12.533333333333337,0.2352941176470589,2,Wednesday,10.5,0,0,-9.260000000000003,Digana-Kandy,normal
262,2021-11-24,12:02:54,13:04:03,Kandy,Digana,61.15,13.866666666666667,0.2267647860452439,2,Wednesday,12.0,0,0,-1.3766666666666725,Kandy-Digana,normal
264,2021-11-24,14:52:32,15:41:03,Kandy,Digana,48.516666666666666,4.9,0.1009962212298179,2,Wednesday,15.0,0,0,-14.010000000000003,Kandy-Digana,normal
266,2021-11-24,17:58:03,18:40:14,Kandy,Digana,42.18333333333333,5.833333333333333,0.1382852627419992,2,Wednesday,18.0,0,1,-20.34333333333334,Kandy-Digana,normal
267,2021-11-25,07:39:52,08:31:02,Digana,Kandy,51.16666666666666,11.96666666666666,0.2338762214983712,3,Thursday,7.75,0,1,-11.360000000000014,Digana-Kandy,normal
268,2021-11-25,09:01:10,09:55:19,Kandy,Digana,54.15,4.65,0.0858725761772853,3,Thursday,9.0,0,1,-8.376666666666672,Kandy-Digana,normal
269,2021-11-25,11:22:47,12:42:49,Digana,Kandy,80.03333333333333,28.11666666666667,0.3513119533527697,3,Thursday,11.5,0,0,17.50666666666666,Digana-Kandy,anomaly
271,2021-11-25,15:31:11,16:32:31,Digana,Kandy,61.333333333333336,26.83333333333333,0.4374999999999999,3,Thursday,15.5,0,0,-1.1933333333333351,Digana-Kandy,normal
272,2021-11-25,17:03:13,17:49:31,Kandy,Digana,46.3,3.9500000000000006,0.0853131749460043,3,Thursday,17.0,0,1,-16.226666666666674,Kandy-Digana,normal
273,2021-11-25,17:52:12,19:28:32,Digana,Kandy,96.33333333333331,31.38333333333334,0.3257785467128029,3,Thursday,17.75,0,1,33.80666666666664,Digana-Kandy,anomaly
275,2021-11-27,07:10:44,07:54:33,Digana,Kandy,43.81666666666667,2.9666666666666663,0.0677063522251806,5,Saturday,7.25,1,1,-18.71,Digana-Kandy,normal
276,2021-11-27,08:11:40,09:02:30,Kandy,Digana,50.833333333333336,4.666666666666666,0.0918032786885245,5,Saturday,8.25,1,1,-11.693333333333335,Kandy-Digana,normal
277,2021-11-27,11:01:14,12:04:04,Digana,Kandy,62.833333333333336,14.783333333333331,0.2352785145888593,5,Saturday,11.0,1,0,0.3066666666666648,Digana-Kandy,normal
278,2021-11-27,12:22:48,13:17:21,Kandy,Digana,54.55,6.3,0.1154903758020165,5,Saturday,12.5,1,0,-7.976666666666674,Kandy-Digana,normal
279,2021-11-27,15:12:07,15:56:18,Digana,Kandy,44.18333333333333,5.183333333333332,0.1173142210486608,5,Saturday,15.25,1,0,-18.34333333333334,Digana-Kandy,normal
280,2021-11-27,16:11:37,16:59:54,Kandy,Digana,48.28333333333333,2.9833333333333334,0.0617880566102865,5,Saturday,16.25,1,1,-14.24333333333334,Kandy-Digana,normal
281,2021-11-27,17:02:53,18:32:16,Digana,Kandy,89.38333333333334,30.00000000000001,0.335633041208279,5,Saturday,17.0,1,1,26.85666666666667,Digana-Kandy,anomaly
283,2021-11-29,06:40:46,07:49:26,Digana,Kandy,68.66666666666667,25.6,0.3728155339805825,0,Monday,6.75,0,0,6.140000000000001,Digana-Kandy,anomaly
284,2021-11-29,08:00:41,08:56:39,Kandy,Digana,55.96666666666667,9.5,0.1697438951756998,0,Monday,8.0,0,1,-6.560000000000002,Kandy-Digana,normal
285,2021-11-29,10:02:25,10:57:29,Digana,Kandy,55.06666666666667,11.733333333333334,0.2130750605326876,0,Monday,10.0,0,0,-7.460000000000001,Digana-Kandy,normal
286,2021-11-29,11:32:14,12:29:16,Kandy,Digana,57.03333333333333,8.916666666666664,0.1563413208649912,0,Monday,11.5,0,0,-5.493333333333339,Kandy-Digana,normal
287,2021-11-29,13:22:01,14:25:28,Digana,Kandy,63.45,17.95,0.2828999211977935,0,Monday,13.25,0,0,0.923333333333332,Digana-Kandy,normal
288,2021-11-29,14:50:00,15:37:34,Kandy,Digana,47.56666666666667,7.749999999999998,0.1629292221443587,0,Monday,14.75,0,0,-14.96,Kandy-Digana,normal
289,2021-11-29,16:41:56,17:41:39,Digana,Kandy,59.71666666666667,9.483333333333336,0.1588054702763048,0,Monday,16.75,0,1,-2.8100000000000023,Digana-Kandy,normal
293,2021-11-30,07:16:13,08:05:31,Digana,Kandy,49.3,10.216666666666669,0.2072346179851251,1,Tuesday,7.25,0,1,-13.226666666666674,Digana-Kandy,normal
294,2021-11-30,08:21:43,09:12:27,Kandy,Digana,50.73333333333333,7.266666666666666,0.1432325886990801,1,Tuesday,8.25,0,1,-11.793333333333344,Kandy-Digana,normal
295,2021-11-30,10:31:49,11:26:55,Digana,Kandy,55.1,8.583333333333332,0.1557773744706593,1,Tuesday,10.5,0,0,-7.426666666666669,Digana-Kandy,normal
296,2021-11-30,11:51:55,12:53:49,Kandy,Digana,61.9,12.133333333333333,0.1960150780829294,1,Tuesday,11.75,0,0,-0.6266666666666723,Kandy-Digana,normal
297,2021-11-30,14:10:55,15:05:29,Digana,Kandy,54.56666666666667,7.266666666666666,0.1331704337202199,1,Tuesday,14.25,0,0,-7.960000000000001,Digana-Kandy,normal
298,2021-11-30,15:31:45,16:31:22,Kandy,Digana,59.61666666666667,7.283333333333332,0.12216941571149,1,Tuesday,15.5,0,0,-2.910000000000004,Kandy-Digana,normal
299,2021-11-30,17:41:47,18:43:19,Digana,Kandy,61.53333333333333,12.783333333333337,0.2077464788732395,1,Tuesday,17.75,0,1,-0.9933333333333394,Digana-Kandy,normal
301,2021-12-01,17:51:10,19:29:23,Digana,Kandy,98.21666666666668,42.05000000000001,0.4281350755133209,2,Wednesday,17.75,0,1,35.69000000000001,Digana-Kandy,anomaly
303,2021-12-02,07:23:11,08:11:47,Digana,Kandy,48.6,7.299999999999994,0.1502057613168723,3,Thursday,7.5,0,1,-13.92666666666667,Digana-Kandy,normal
304,2021-12-02,08:31:11,09:21:02,Kandy,Digana,49.85,7.316666666666667,0.146773654296222,3,Thursday,8.5,0,1,-12.67666666666667,Kandy-Digana,normal
305,2021-12-02,10:41:24,11:39:07,Digana,Kandy,57.71666666666667,12.000000000000002,0.207912214842622,3,Thursday,10.75,0,0,-4.810000000000002,Digana-Kandy,normal
306,2021-12-02,12:02:31,12:53:02,Kandy,Digana,50.516666666666666,6.0666666666666655,0.1200923787528868,3,Thursday,12.0,0,0,-12.010000000000003,Kandy-Digana,normal
307,2021-12-02,14:20:53,15:15:16,Digana,Kandy,54.38333333333333,9.283333333333331,0.1707018081520073,3,Thursday,14.25,0,0,-8.143333333333338,Digana-Kandy,normal
308,2021-12-02,15:42:27,16:34:42,Kandy,Digana,52.25,6.866666666666665,0.1314194577352471,3,Thursday,15.75,0,0,-10.27666666666667,Kandy-Digana,normal
309,2021-12-02,17:36:46,19:26:37,Digana,Kandy,109.85,49.45,0.4501593081474739,3,Thursday,17.5,0,1,47.32333333333332,Digana-Kandy,anomaly
311,2021-12-03,08:20:50,09:11:52,Digana,Kandy,51.03333333333333,8.033333333333331,0.1574134552580012,4,Friday,8.25,0,1,-11.49333333333334,Digana-Kandy,normal
312,2021-12-03,09:31:16,10:25:01,Kandy,Digana,53.75,6.616666666666665,0.1231007751937984,4,Friday,9.5,0,0,-8.77666666666667,Kandy-Digana,normal
313,2021-12-03,10:51:04,11:40:22,Digana,Kandy,49.3,8.549999999999999,0.1734279918864097,4,Friday,10.75,0,0,-13.226666666666674,Digana-Kandy,normal
314,2021-12-03,12:00:39,12:52:32,Kandy,Digana,51.88333333333333,7.483333333333332,0.1442338580147767,4,Friday,12.0,0,0,-10.643333333333338,Kandy-Digana,normal
315,2021-12-03,14:11:51,15:11:07,Digana,Kandy,59.266666666666666,11.233333333333334,0.1895388076490438,4,Friday,14.25,0,0,-3.260000000000005,Digana-Kandy,normal
316,2021-12-03,15:29:45,16:27:12,Kandy,Digana,57.45,7.416666666666668,0.1290977661734842,4,Friday,15.5,0,0,-5.076666666666668,Kandy-Digana,normal
317,2021-12-03,17:58:41,19:25:52,Digana,Kandy,87.18333333333334,30.516666666666683,0.3500286752055058,4,Friday,18.0,0,1,24.656666666666663,Digana-Kandy,anomaly
319,2021-12-04,08:11:30,09:04:30,Digana,Kandy,53.0,11.61666666666667,0.2191823899371069,5,Saturday,8.25,1,1,-9.52666666666667,Digana-Kandy,normal
320,2021-12-04,09:22:56,10:16:04,Kandy,Digana,53.13333333333333,5.466666666666667,0.1028858218318695,5,Saturday,9.5,1,0,-9.393333333333338,Kandy-Digana,normal
321,2021-12-04,10:51:37,11:42:15,Digana,Kandy,50.63333333333333,11.05,0.2182356813693219,5,Saturday,10.75,1,0,-11.893333333333338,Digana-Kandy,normal
322,2021-12-04,12:01:26,12:53:25,Kandy,Digana,51.98333333333333,5.95,0.1144597627444694,5,Saturday,12.0,1,0,-10.543333333333344,Kandy-Digana,normal
323,2021-12-04,15:00:45,15:51:11,Digana,Kandy,50.43333333333333,7.633333333333332,0.1513549239920687,5,Saturday,15.0,1,0,-12.09333333333334,Digana-Kandy,normal
324,2021-12-04,16:11:36,17:03:14,Kandy,Digana,51.63333333333333,5.983333333333332,0.1158812136862491,5,Saturday,16.25,1,1,-10.893333333333338,Kandy-Digana,normal
325,2021-12-04,17:06:27,18:36:55,Digana,Kandy,90.46666666666668,28.26666666666668,0.3124539425202653,5,Saturday,17.0,1,1,27.94000000000001,Digana-Kandy,anomaly
327,2021-12-05,08:00:11,08:50:15,Digana,Kandy,50.06666666666667,7.649999999999996,0.1527962716378161,6,Sunday,8.0,1,1,-12.46,Digana-Kandy,normal
328,2021-12-05,09:12:32,10:01:04,Kandy,Digana,48.53333333333333,3.533333333333333,0.0728021978021978,6,Sunday,9.25,1,0,-13.99333333333334,Kandy-Digana,normal
329,2021-12-05,11:11:21,12:11:30,Digana,Kandy,60.15,16.55,0.2751454696591854,6,Sunday,11.25,1,0,-2.3766666666666723,Digana-Kandy,normal
330,2021-12-05,12:30:53,13:29:56,Kandy,Digana,59.05,14.68333333333333,0.248659328252893,6,Sunday,12.5,1,0,-3.4766666666666737,Kandy-Digana,normal
331,2021-12-05,14:11:44,15:00:13,Digana,Kandy,48.48333333333333,6.849999999999998,0.1412856651770367,6,Sunday,14.25,1,0,-14.043333333333344,Digana-Kandy,normal
332,2021-12-05,15:45:29,16:40:54,Kandy,Digana,55.41666666666666,6.299999999999999,0.1136842105263157,6,Sunday,15.75,1,0,-7.110000000000014,Kandy-Digana,normal
333,2021-12-05,17:30:45,18:33:41,Digana,Kandy,62.93333333333333,11.449999999999998,0.1819385593220338,6,Sunday,17.5,1,1,0.4066666666666592,Digana-Kandy,anomaly
335,2021-12-06,17:38:07,19:22:00,Digana,Kandy,103.88333333333334,44.91666666666665,0.4323760628910635,0,Monday,17.75,0,1,41.35666666666667,Digana-Kandy,anomaly
337,2021-12-07,07:18:54,08:07:25,Digana,Kandy,48.516666666666666,8.466666666666667,0.1745104774991412,1,Tuesday,7.25,0,1,-14.010000000000003,Digana-Kandy,normal
338,2021-12-07,08:32:22,09:27:04,Kandy,Digana,54.7,5.9,0.1078610603290676,1,Tuesday,8.5,0,1,-7.826666666666668,Kandy-Digana,normal
339,2021-12-07,10:51:43,11:52:05,Digana,Kandy,60.36666666666667,9.28333333333333,0.15378244064053,1,Tuesday,10.75,0,0,-2.160000000000004,Digana-Kandy,normal
340,2021-12-07,12:11:17,13:06:23,Kandy,Digana,55.1,5.833333333333332,0.1058681185722927,1,Tuesday,12.25,0,0,-7.426666666666669,Kandy-Digana,normal
341,2021-12-07,15:40:10,16:32:24,Digana,Kandy,52.23333333333333,7.766666666666662,0.148691767708998,1,Tuesday,15.75,0,0,-10.293333333333344,Digana-Kandy,normal
342,2021-12-07,17:00:56,17:49:32,Kandy,Digana,48.6,6.416666666666663,0.1320301783264745,1,Tuesday,17.0,0,1,-13.92666666666667,Kandy-Digana,normal
343,2021-12-07,18:01:11,19:28:30,Digana,Kandy,87.31666666666666,29.349999999999994,0.3361328497804924,1,Tuesday,18.0,0,1,24.789999999999992,Digana-Kandy,anomaly
345,2021-12-08,07:15:49,08:04:43,Digana,Kandy,48.9,7.449999999999998,0.1523517382413087,2,Wednesday,7.25,0,1,-13.626666666666672,Digana-Kandy,normal
346,2021-12-08,08:30:45,09:17:56,Kandy,Digana,47.18333333333333,5.966666666666667,0.1264570823030731,2,Wednesday,8.5,0,1,-15.34333333333334,Kandy-Digana,normal
347,2021-12-08,11:00:22,11:53:57,Digana,Kandy,53.583333333333336,9.716666666666663,0.1813374805598755,2,Wednesday,11.0,0,0,-8.943333333333335,Digana-Kandy,normal
348,2021-12-08,12:22:28,13:24:17,Kandy,Digana,61.81666666666667,12.349999999999998,0.1997843084389322,2,Wednesday,12.25,0,0,-0.7100000000000009,Kandy-Digana,normal
349,2021-12-08,15:40:57,16:32:11,Digana,Kandy,51.23333333333333,6.549999999999998,0.1278464541314248,2,Wednesday,15.75,0,0,-11.293333333333344,Digana-Kandy,normal
350,2021-12-08,16:53:00,17:48:48,Kandy,Digana,55.8,4.55,0.0815412186379928,2,Wednesday,17.0,0,1,-6.726666666666674,Kandy-Digana,normal
351,2021-12-08,17:59:10,19:27:01,Digana,Kandy,87.85,30.58333333333333,0.3481312843862644,2,Wednesday,18.0,0,1,25.323333333333323,Digana-Kandy,anomaly
354,2021-12-09,08:30:47,09:20:55,Kandy,Digana,50.13333333333333,4.666666666666665,0.0930851063829786,3,Thursday,8.5,0,1,-12.393333333333338,Kandy-Digana,normal
355,2021-12-09,11:20:27,12:22:37,Digana,Kandy,62.16666666666666,13.099999999999998,0.2107238605898123,3,Thursday,11.25,0,0,-0.3600000000000136,Digana-Kandy,normal
356,2021-12-09,12:42:14,13:49:23,Kandy,Digana,67.15,23.93333333333333,0.3564159841151649,3,Thursday,12.75,0,0,4.623333333333335,Kandy-Digana,normal
357,2021-12-09,14:30:26,15:22:27,Digana,Kandy,52.016666666666666,4.766666666666666,0.0916372957385453,3,Thursday,14.5,0,0,-10.510000000000003,Digana-Kandy,normal
358,2021-12-09,15:51:22,16:51:01,Kandy,Digana,59.65,5.65,0.0947191953059514,3,Thursday,15.75,0,0,-2.8766666666666723,Kandy-Digana,normal
359,2021-12-09,17:20:41,18:14:58,Digana,Kandy,54.28333333333333,10.816666666666668,0.1992631255756831,3,Thursday,17.25,0,1,-8.24333333333334,Digana-Kandy,normal
361,2021-12-10,07:15:53,08:01:57,Digana,Kandy,46.06666666666667,4.949999999999998,0.1074529667149059,4,Friday,7.25,0,1,-16.46,Digana-Kandy,normal
362,2021-12-10,08:30:06,09:24:15,Kandy,Digana,54.15,7.683333333333333,0.141889812249923,4,Friday,8.5,0,1,-8.376666666666672,Kandy-Digana,normal
363,2021-12-10,11:00:00,11:55:06,Digana,Kandy,55.1,10.016666666666667,0.1817906836055656,4,Friday,11.0,0,0,-7.426666666666669,Digana-Kandy,normal
364,2021-12-10,12:20:35,13:25:10,Kandy,Digana,64.58333333333333,12.466666666666669,0.1930322580645161,4,Friday,12.25,0,0,2.0566666666666578,Kandy-Digana,normal
369,2021-12-12,08:01:18,08:51:46,Kandy,Digana,50.46666666666667,6.483333333333333,0.1284676354029062,6,Sunday,8.0,1,1,-12.060000000000002,Kandy-Digana,normal
370,2021-12-12,10:50:58,11:48:54,Digana,Kandy,57.93333333333333,7.549999999999997,0.1303222094361334,6,Sunday,10.75,1,0,-4.593333333333341,Digana-Kandy,normal
371,2021-12-12,12:10:20,13:06:22,Kandy,Digana,56.03333333333333,5.133333333333333,0.0916121356335514,6,Sunday,12.25,1,0,-6.493333333333339,Kandy-Digana,normal
372,2021-12-12,14:11:30,15:03:48,Digana,Kandy,52.3,6.016666666666667,0.1150414276609305,6,Sunday,14.25,1,0,-10.226666666666674,Digana-Kandy,normal
373,2021-12-12,15:31:03,16:21:27,Kandy,Digana,50.4,6.433333333333335,0.1276455026455027,6,Sunday,15.5,1,0,-12.126666666666672,Kandy-Digana,normal
374,2021-12-12,17:41:02,18:25:09,Digana,Kandy,44.11666666666667,5.033333333333332,0.1140914242538722,6,Sunday,17.75,1,1,-18.410000000000004,Digana-Kandy,normal
376,2021-12-13,07:19:23,08:01:52,Digana,Kandy,42.48333333333333,6.766666666666663,0.1592781482934483,0,Monday,7.25,0,1,-20.043333333333344,Digana-Kandy,normal
377,2021-12-13,08:29:32,09:20:50,Kandy,Digana,51.3,4.066666666666667,0.0792722547108512,0,Monday,8.5,0,1,-11.226666666666674,Kandy-Digana,normal
378,2021-12-13,10:41:00,12:08:26,Digana,Kandy,87.43333333333334,38.58333333333334,0.4412886008387344,0,Monday,10.75,0,0,24.906666666666663,Digana-Kandy,anomaly
379,2021-12-13,15:41:49,16:34:03,Kandy,Digana,52.23333333333333,7.799999999999997,0.1493299298021697,0,Monday,15.75,0,0,-10.293333333333344,Kandy-Digana,normal
380,2021-12-13,17:28:30,19:24:34,Digana,Kandy,116.06666666666666,56.583333333333314,0.4875071797817344,0,Monday,17.5,0,1,53.53999999999999,Digana-Kandy,anomaly
382,2021-12-14,07:17:27,08:04:11,Digana,Kandy,46.73333333333333,7.366666666666663,0.1576319543509272,1,Tuesday,7.25,0,1,-15.793333333333344,Digana-Kandy,normal
383,2021-12-14,08:21:41,09:12:04,Kandy,Digana,50.38333333333333,3.4000000000000004,0.0674826331458815,1,Tuesday,8.25,0,1,-12.143333333333338,Kandy-Digana,normal
384,2021-12-14,10:30:24,11:19:30,Digana,Kandy,49.1,5.883333333333332,0.1198234894772572,1,Tuesday,10.5,0,0,-13.42666666666667,Digana-Kandy,normal
385,2021-12-14,11:42:23,12:39:53,Kandy,Digana,57.5,5.000000000000002,0.0869565217391304,1,Tuesday,11.75,0,0,-5.026666666666671,Kandy-Digana,normal
386,2021-12-14,14:21:05,15:17:10,Digana,Kandy,56.083333333333336,8.533333333333333,0.1521545319465081,1,Tuesday,14.25,0,0,-6.443333333333335,Digana-Kandy,normal
387,2021-12-14,15:41:41,16:39:43,Kandy,Digana,58.03333333333333,6.799999999999998,0.1171740379092475,1,Tuesday,15.75,0,0,-4.493333333333339,Kandy-Digana,normal
388,2021-12-14,17:54:30,19:25:07,Digana,Kandy,90.61666666666666,39.0166666666667,0.4305683281221266,1,Tuesday,18.0,0,1,28.08999999999999,Digana-Kandy,anomaly
390,2021-12-15,07:21:19,08:04:06,Digana,Kandy,42.78333333333333,4.2333333333333325,0.0989481885469419,2,Wednesday,7.25,0,1,-19.74333333333334,Digana-Kandy,normal
391,2021-12-15,08:40:38,09:26:10,Kandy,Digana,45.53333333333333,4.116666666666666,0.0904099560761347,2,Wednesday,8.75,0,1,-16.99333333333334,Kandy-Digana,normal
392,2021-12-15,09:41:10,10:33:42,Digana,Kandy,52.53333333333333,8.733333333333333,0.166243654822335,2,Wednesday,9.75,0,0,-9.99333333333334,Digana-Kandy,normal
393,2021-12-15,11:09:51,12:48:17,Kandy,Digana,98.43333333333334,51.73333333333333,0.5255672197764983,2,Wednesday,11.25,0,0,35.906666666666666,Kandy-Digana,anomaly
394,2021-12-15,14:50:13,15:46:06,Digana,Kandy,55.88333333333333,7.549999999999998,0.1351028929317029,2,Wednesday,14.75,0,0,-6.643333333333338,Digana-Kandy,normal
395,2021-12-15,16:12:02,17:08:41,Kandy,Digana,56.65,6.15,0.1085613415710503,2,Wednesday,16.25,0,1,-5.876666666666672,Kandy-Digana,normal
396,2021-12-15,17:52:05,19:29:05,Digana,Kandy,97.0,40.3,0.4154639175257731,2,Wednesday,17.75,0,1,34.47333333333333,Digana-Kandy,anomaly
398,2021-12-16,11:54:32,12:33:36,Digana,Kandy,39.06666666666667,4.183333333333333,0.1070819112627986,3,Thursday,12.0,0,0,-23.46,Digana-Kandy,normal
402,2021-12-19,06:21:31,07:07:55,Digana,Kandy,46.4,9.499999999999998,0.2047413793103448,6,Sunday,6.25,1,0,-16.126666666666672,Digana-Kandy,normal
403,2021-12-19,07:41:54,08:32:26,Kandy,Digana,50.53333333333333,7.783333333333333,0.1540237467018469,6,Sunday,7.75,1,1,-11.99333333333334,Kandy-Digana,normal
404,2021-12-19,10:50:51,11:42:07,Digana,Kandy,51.266666666666666,5.933333333333333,0.1157347204161248,6,Sunday,10.75,1,0,-11.260000000000003,Digana-Kandy,normal
405,2021-12-19,12:12:50,13:09:16,Kandy,Digana,56.43333333333333,6.150000000000001,0.1089781453041937,6,Sunday,12.25,1,0,-6.093333333333341,Kandy-Digana,normal
406,2021-12-19,14:51:19,15:48:32,Digana,Kandy,57.21666666666667,9.816666666666666,0.1715700553451791,6,Sunday,14.75,1,0,-5.310000000000002,Digana-Kandy,normal
407,2021-12-19,16:12:36,17:08:31,Kandy,Digana,55.91666666666666,6.633333333333333,0.118628912071535,6,Sunday,16.25,1,1,-6.610000000000014,Kandy-Digana,normal
408,2021-12-20,07:09:50,07:53:15,Digana,Kandy,43.41666666666666,4.2333333333333325,0.0975047984644913,0,Monday,7.25,0,1,-19.110000000000014,Digana-Kandy,normal
